NQUEST,NCOMP,nord,SEX,PARENT,NASC,ANASC,CIT,ANINGR,MOTIV,STACIV,STUDIO,TIPOLAU,VOTOEDU,SUEDU,SELODE,ANNOEDU,TIPODIP,UNIVER,PRESNORD,NORDP,MOTENT,ANNOENUS,B01,APQUAL2,ASNONOC2,NACE2,NESPLAV,EXLAV,ETALAV,DISLAV,DISANN1,DISANN2,CONTRIB,ACONTRIB,FCONTRIB,OCCNOW,PROBLAV1,CERC2,PROBLAV2,SALMIN,SMARTW,SMARTWA,SMARTWB,ETAPEN,COPPU,PREVCOM,COPPIP,B16,B17A,B17B,B18,B19A,B19B,B19C,ATTIVP,ISCO,NACE,ETALAV2,MISCOVID1,MISCOVID2,MISCOVIDV1,ETA,NASCREG,NASCAREA,IREG,PARENTP,smartwa1,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT,PESOFIT2
638339,2,1,1,1,1,1953,1,,,1,3,,,,,,,,1,1,,,2,15,1,3,1,,15,2,,,1,43,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,67,19,3,3,,,5,6,3,5,1,1,0,0,2,1,1,0,2,2.567499782,10397.816026
638339,2,2,2,2,1,1954,1,,,1,3,,,,,,,,2,2,,,2,15,1,3,1,,15,2,,,1,35,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,16,3,3,,,5,6,3,5,0,1,0,0,2,1,1,0,2,2.567499782,10397.816026
638360,2,1,1,1,1,1946,1,,,1,7,1,106,110,0,1970,3,,1,1,,,2,15,5,13,1,,24,2,,,1,43,5,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,74,6,1,6,,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.1497145274,606.31129307
638360,2,2,2,2,1,1954,1,,,1,5,,54,60,,1973,3,2,2,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,66,6,1,6,,,5,7,3,5,0,0,0,0,1,1,2,2,4,0.1497145274,606.31129307
639013,2,1,2,1,1,1958,1,,,4,2,,,,,,,,1,1,,,1,1,,,3,1,18,2,,,1,20,0,1,100,2,,,2,,,65,20,2,,1,2,2,1,2,2,2,,9111,17,61,2,2,,62,20,3,20,,,4,1,1,3,1,1,1,2,2,3,5,2,4,1.1224718608,4545.7670471
639013,2,2,1,6,1,1998,1,,,2,5,,68,100,,2019,1,1,2,2,,,1,2,,,3,1,18,2,,,1,1,0,1,,1,,,2,,,,,2,,1,2,2,2,2,2,2,,5419,18,18,2,2,,22,20,3,20,,,1,2,1,4,0,1,1,2,2,3,5,2,4,1.1224718608,4545.7670471
639331,2,1,2,1,1,1962,1,,,3,5,,44,60,,1981,2,2,1,1,,,1,2,,,1,,19,2,,,1,35,0,1,90,2,,,2,,,65,60,2,,1,2,2,2,2,2,2,,3313,3,,2,2,,58,8,1,8,,,4,2,1,2,0,1,1,2,2,1,2,0,2,6.5460452914,26510.060532
639331,2,2,1,6,1,1984,1,,,2,5,,44,60,,2003,2,2,2,2,,,1,2,,,1,,21,2,,,1,16,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,4110,3,,2,2,,36,8,1,8,,,2,2,1,2,1,1,1,2,2,1,2,0,2,6.5460452914,26510.060532
639575,1,1,2,1,1,1938,1,,,3,2,,,,,,,,1,1,,,2,15,8,3,1,,18,2,,,1,38,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,82,5,1,5,,,5,6,3,5,1,1,0,0,1,1,2,2,4,1.2299397445,4980.9886162
639924,3,1,2,1,1,1968,1,,,1,3,,,,,,,,1,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,52,15,3,15,,,3,7,3,5,0,0,0,1,1,3,4,2,3,0.1678460946,679.74019895
639924,3,2,1,2,1,1963,1,,,1,3,,,,,,,,2,1,,,1,9,,,1,,16,1,2,,1,27,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,5246,19,,1,2,2000,57,15,3,15,,,4,4,2,4,1,1,1,1,1,3,4,2,3,0.1678460946,679.74019895
639924,3,3,1,6,1,2005,1,,,2,3,,,,,,,,2,6,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,15,3,15,,,1,7,3,5,0,0,0,1,1,3,4,2,3,0.1678460946,679.74019895
639971,5,1,1,1,1,1969,1,,,1,3,,,,,,,,1,2,,,1,1,,,2,1,20,1,2,,1,26,0,1,80,2,,,2,,,67,70,2,,1,2,2,2,2,2,2,,8332,8,25,2,2,,51,19,3,19,,,3,1,1,4,1,1,1,2,2,3,5,1,3,0.9110749368,3689.655456
639971,5,2,2,2,1,1969,1,,,1,3,,,,,,,,1,1,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,51,19,3,19,,,3,7,3,5,0,0,0,2,2,3,5,1,3,0.9110749368,3689.655456
639971,5,3,2,6,1,1995,1,,,2,5,,90,100,,2014,2,2,2,3,,,1,1,,,1,,23,2,,,1,3,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,4321,7,,2,2,,25,19,3,19,,,1,1,1,4,0,1,1,2,2,3,5,1,3,0.9110749368,3689.655456
639971,5,4,1,6,1,1996,1,,,2,3,,,,,,,,2,4,,,2,12,1,6,3,1,20,,,2,2,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,24,19,3,19,,,1,7,3,5,0,0,0,2,2,3,5,1,3,0.9110749368,3689.655456
639971,5,5,2,6,1,2001,1,,,2,3,,,,,,,,2,5,,,2,11,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,19,19,3,19,,,1,7,3,5,0,0,0,2,2,3,5,1,3,0.9110749368,3689.655456
640164,2,1,1,1,1,1948,1,,,1,5,,36,60,,1968,2,2,1,1,,,2,15,5,11,2,1,21,2,,,1,35,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,72,11,2,11,,,5,6,3,5,1,1,0,0,2,2,3,2,4,0.0363179334,147.07973578
640164,2,2,2,2,1,1950,1,,,1,7,9,110,110,1,1973,5,,2,2,,,2,15,3,16,1,,23,2,,,1,38,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,70,11,2,11,,,5,6,3,5,0,1,0,0,2,2,3,2,4,0.0363179334,147.07973578
641084,1,1,2,1,1,1947,1,,,4,3,,,,,,,,1,2,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,19,3,19,,,5,6,3,5,1,1,0,0,1,3,5,2,4,0.6602677317,2673.9407927
648534,2,1,1,1,1,1954,1,,,1,2,,,,,,,,1,1,,,2,15,1,1,5,1,14,2,,,1,35,2,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,19,3,19,,,5,6,3,5,1,1,0,0,1,3,5,2,4,0.1037910448,420.33117053
648534,2,2,2,2,1,1958,1,,,1,2,,,,,,,,2,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,62,19,3,19,,,4,7,3,5,0,0,0,0,1,3,5,2,4,0.1037910448,420.33117053
648636,2,1,2,1,1,1928,1,,,4,1,,,,,,,,1,2,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,92,16,3,16,,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.6138567845,2485.9865446
648636,2,2,1,6,1,1967,1,,,2,5,,36,60,,1985,2,2,1,1,,,2,12,1,22,1,,34,,,18,1,2,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,53,16,3,16,,,3,7,3,5,0,0,0,0,1,3,4,2,4,0.6138567845,2485.9865446
649032,2,1,1,1,1,1950,1,,,1,3,,,,,,,,1,1,,,1,7,,,2,3,16,2,,,1,45,1,2,,2,,,,,,70,70,,,2,1,2,1,2,2,2,,7224,3,24,2,2,,70,5,1,5,,,5,4,2,2,1,1,1,1,1,1,2,0,1,1.1562433757,4682.5343417
649032,2,2,2,2,1,1954,1,,,1,7,1,68,110,0,1975,3,,2,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,66,5,1,5,,,5,7,3,5,0,0,0,1,1,1,2,0,1,1.1562433757,4682.5343417
649054,4,1,1,1,1,1966,1,,,1,3,,,,,,,,1,2,,,1,1,,,1,,16,2,,,1,39,1,1,90,2,,,2,,,59,80,2,,1,2,2,2,1,2,2,,3117,3,,2,2,,54,5,1,5,,,3,1,1,2,1,1,1,1,1,1,2,0,1,3.065220221,12413.475615
649054,4,2,2,2,1,1976,1,,,1,3,,,,,,,,1,1,,,2,13,,,2,1,15,1,2,,1,28,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,44,5,1,5,,,2,7,3,5,0,0,0,1,1,1,2,0,1,3.065220221,12413.475615
649054,4,3,2,6,1,2001,1,,,2,5,,96,100,,2020,2,1,1,3,,,2,17,,,1,,17,2,,,1,0,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,19,5,1,5,,,1,7,3,5,0,0,0,1,1,1,2,0,1,3.065220221,12413.475615
649054,4,4,1,6,1,2007,1,,,2,3,,,,,,,,2,4,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,13,5,1,5,,,1,7,3,5,0,0,0,1,1,1,2,0,1,3.065220221,12413.475615
649071,2,1,2,1,1,1949,1,,,1,2,,,,,,,,1,1,,,2,13,,,1,,50,2,,,2,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,71,5,1,5,,,5,7,3,5,0,0,0,0,1,1,2,0,1,0.5033639144,2038.5144383
649071,2,2,1,2,1,1947,1,,,1,1,,,,,,,,2,2,,,2,15,1,3,2,1,14,2,,,1,50,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,5,1,5,,,5,6,3,5,1,1,0,0,1,1,2,0,1,0.5033639144,2038.5144383
649089,5,1,1,1,1,1964,1,,,1,3,,,,,,,,1,1,,,1,1,,,2,1,16,2,,,1,41,1,1,100,2,,,2,,,59,75,2,,1,2,2,2,1,2,2,,2145,3,25,2,2,,56,5,1,5,,,4,1,1,2,1,1,1,3,3,1,2,0,1,2.2247683907,9009.8283898
649089,5,2,2,2,1,1968,1,,,1,3,,,,,,,,1,2,,,2,13,,,3,1,16,2,,,1,20,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,52,5,1,5,,,3,7,3,5,0,0,0,3,3,1,2,0,1,2.2247683907,9009.8283898
649089,5,3,1,6,1,1997,1,,,2,4,,,,,,,,1,3,,,1,1,,,2,1,19,2,,,1,6,0,1,60,2,,,2,,,80,50,2,,1,2,2,2,2,2,2,,2145,3,21,2,2,,23,5,1,5,,,1,1,1,2,0,1,1,3,3,1,2,0,1,2.2247683907,9009.8283898
649089,5,4,1,6,1,2000,1,,,2,4,,,,,,,,1,4,,,1,1,,,1,,18,2,,,1,2,0,1,80,2,,,2,,,90,20,2,,1,2,2,2,2,2,2,,8143,3,,2,2,,20,5,1,5,,,1,1,1,2,0,1,1,3,3,1,2,0,1,2.2247683907,9009.8283898
649089,5,5,2,6,1,2006,1,,,2,3,,,,,,,,1,5,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,5,1,5,,,1,7,3,5,0,0,0,3,3,1,2,0,1,2.2247683907,9009.8283898
650027,1,1,1,1,1,1955,1,,,3,3,,,,,,,,1,1,,,2,15,8,7,1,,15,2,,,1,45,0,1,100,,,,2,,,,,,,2,2,2,1,2,2,2,,0,,,,,,65,18,3,7,,,5,6,3,5,1,1,0,0,1,1,1,2,4,0.8422909676,3411.095332
650091,3,1,2,1,1,1945,1,,,1,3,,,,,,,,1,1,,,2,15,8,22,1,,22,2,,,1,38,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,75,14,3,14,,,5,6,3,5,1,1,0,0,2,3,4,0,1,1.2602238978,5103.6328544
650091,3,2,1,2,1,1939,1,,,1,2,,,,,,,,2,2,,,2,15,8,19,1,,20,2,,,1,20,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,81,15,3,14,,,5,6,3,5,0,1,0,0,2,3,4,0,1,1.2602238978,5103.6328544
650091,3,3,1,6,1,1966,1,,,2,5,,36,60,,1984,2,2,2,,2,2018,2,12,20,19,3,3,25,,,2,2,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,54,14,3,14,,,3,7,3,5,0,0,0,0,2,3,4,0,1,1.2602238978,5103.6328544
670362,2,1,2,1,1,1947,1,,,1,1,,,,,,,,1,1,,,2,15,1,1,1,,17,2,,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,18,3,18,,,5,6,3,5,0,1,0,0,2,3,4,0,1,1.8116272455,7336.6965552
670362,2,2,1,2,1,1939,1,,,1,1,,,,,,,,2,2,,,2,15,1,1,1,,19,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,81,18,3,18,,,5,6,3,5,1,1,0,0,2,3,4,0,1,1.8116272455,7336.6965552
670485,2,1,1,1,1,1954,1,,,1,2,,,,,,,,1,1,,,1,7,,,1,,16,2,,,1,21,0,1,100,2,,,2,,,67,60,,,2,1,2,2,2,2,2,,1311,1,,2,2,,66,18,3,18,,,5,4,2,1,1,1,1,2,2,3,4,0,1,2.1403662509,8668.0180698
670485,2,2,2,3,1,1959,1,,,1,3,,,,,,,,1,2,,,1,1,,,1,,17,1,5,,1,40,0,1,100,2,,,2,,,65,60,2,,1,2,2,2,1,1,2,,6114,1,,2,2,,61,18,3,18,,,4,1,1,1,0,1,1,2,2,3,4,0,1,2.1403662509,8668.0180698
670670,2,1,1,1,1,1939,1,,,1,2,,,,,,,,1,1,,,2,15,1,3,1,,16,2,,,1,44,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,81,16,3,16,,,5,6,3,5,1,1,0,0,2,3,4,2,4,0.340387555,1378.4956084
670670,2,2,2,2,1,1940,1,,,1,1,,,,,,,,2,2,,,2,15,1,3,1,,41,2,,,1,18,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,80,16,3,16,,,5,6,3,5,0,1,0,0,2,3,4,2,4,0.340387555,1378.4956084
670711,3,1,2,1,1,1961,1,,,1,5,,46,60,,1980,1,2,1,1,,,1,2,,,2,1,17,2,,,1,35,0,1,100,2,,,2,,,61,80,2,,1,2,2,2,2,2,2,,4313,15,19,2,2,,59,8,1,8,,,4,2,1,3,1,1,1,1,2,1,2,2,4,0.5208325782,2109.2587294
670711,3,2,1,2,1,1963,1,,,1,3,,,,,,,,2,2,,,2,15,1,15,1,,18,2,,,1,26,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,57,8,1,8,,,4,6,3,5,0,1,0,1,2,1,2,2,4,0.5208325782,2109.2587294
670711,3,3,2,6,1,2007,1,,,2,3,,,,,,,,2,3,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,13,8,1,8,,,1,7,3,5,0,0,0,1,2,1,2,2,4,0.5208325782,2109.2587294
670762,1,1,2,1,1,1947,1,,,4,2,,,,,,,,1,1,,,2,16,,,1,,16,2,,,1,23,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,18,3,18,,,5,6,3,5,1,1,0,0,1,3,4,0,1,0.9069476144,3672.9406975
670853,3,1,2,1,1,1962,1,,,4,2,,,,,,,,1,1,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,58,16,3,16,,,4,6,3,5,0,1,0,0,2,3,4,2,4,0.6796980069,2752.6291838
670853,3,2,1,4,1,1933,1,,,4,1,,,,,,,,2,2,,,2,15,1,8,1,,16,2,,,1,40,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,87,16,3,16,,,5,6,3,5,1,1,0,0,2,3,4,2,4,0.6796980069,2752.6291838
670853,3,3,1,6,1,1986,1,,,2,2,,,,,,,,2,,2,2019,2,12,8,19,1,,18,,,2,1,7,0,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,34,16,3,16,,,1,7,3,5,0,0,0,0,2,3,4,2,4,0.6796980069,2752.6291838
670857,5,1,2,1,1,1973,1,,,1,3,,,,,,,,1,1,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,47,16,3,16,,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.8495330107,3440.4240325
670857,5,2,1,2,1,1969,1,,,1,3,,,,,,,,2,2,,,1,1,,,1,,17,2,,,1,33,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,7112,3,,2,2,,51,16,3,16,,,3,1,1,2,1,1,1,1,1,3,4,2,4,0.8495330107,3440.4240325
670857,5,3,1,6,1,2001,1,,,2,5,,80,100,,2020,3,1,2,4,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,19,16,3,16,,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.8495330107,3440.4240325
670857,5,4,1,6,1,1999,1,,,2,5,,82,100,,2018,2,1,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,16,3,16,,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.8495330107,3440.4240325
670857,5,5,1,6,1,2005,1,,,2,3,,,,,,,,2,5,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,16,3,16,,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.8495330107,3440.4240325
671152,4,1,2,1,1,1968,1,,,1,4,,,,,,,,1,1,,,1,2,,,1,,21,2,,,1,25,0,1,99,2,,,2,,,67,20,2,,1,2,2,2,2,2,2,,3141,17,,2,2,,52,1,1,1,,,3,2,1,3,1,1,1,2,2,1,1,0,1,2.7921474011,11307.590052
671152,4,2,1,2,1,1966,1,,,1,7,5,80,110,0,1990,2,,2,2,,,1,6,,,1,,27,2,,,1,28,1,1,,2,,,1,0,2,,,,,2,1,2,2,2,2,2,,3123,6,,2,2,,54,1,1,1,,,3,4,2,4,0,1,1,2,2,1,1,0,1,2.7921474011,11307.590052
671152,4,3,2,6,1,2007,1,,,2,3,,,,,,,,2,3,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,13,1,1,1,,,1,7,3,5,0,0,0,2,2,1,1,0,1,2.7921474011,11307.590052
671152,4,4,1,6,1,2008,1,,,2,2,,,,,,,,2,4,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,12,3,1,1,,,1,7,3,5,0,0,0,2,2,1,1,0,1,2.7921474011,11307.590052
671153,2,1,1,1,1,1950,1,,,1,5,,36,60,,1968,2,2,1,1,,,2,15,7,6,1,,20,2,,,1,37,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,70,1,1,1,,,5,6,3,5,1,1,0,0,1,1,1,0,1,1.312406123,5314.9595238
671153,2,2,2,2,1,1950,1,,,1,5,,36,60,,1968,2,2,2,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,70,1,1,1,,,5,7,3,5,0,0,0,0,1,1,1,0,1,1.312406123,5314.9595238
671206,4,1,1,1,1,1965,1,,,1,7,6,98,110,0,1993,2,,1,1,,,1,4,,,2,1,21,2,,,1,34,1,1,100,2,,,1,0,22,67,70,2,,1,2,2,2,2,2,2,,3312,11,28,2,2,,55,11,2,11,,,4,3,1,4,1,1,1,2,2,2,3,2,4,0.443165848,1794.7253543
671206,4,2,2,2,1,1969,1,,,1,4,,,,,,,,2,2,,,1,2,,,5,3,20,2,,,1,30,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,3313,19,36,2,2,,51,11,2,11,,,3,2,1,4,0,1,1,2,2,2,3,2,4,0.443165848,1794.7253543
671206,4,3,2,7,1,2005,1,,,2,3,,,,,,,,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,11,2,11,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.443165848,1794.7253543
671206,4,4,2,7,1,2010,1,,,2,2,,,,,,,,,4,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,10,11,2,11,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.443165848,1794.7253543
671362,1,1,2,1,1,1955,1,,,3,7,1,98,110,0,1978,3,,1,1,,,1,3,,,3,3,25,2,,,1,42,4,2,,2,,,,,,65,97,2,,1,2,2,1,2,2,2,,2330,16,32,2,2,,65,9,2,9,,,5,2,1,3,1,1,1,1,1,2,3,2,4,0.3747536705,1517.670906
671480,4,1,1,1,1,1969,1,,,1,3,,,,,,,,1,1,,,1,1,,,1,,20,2,,,1,30,1,1,100,2,,,2,,,63,70,2,,1,2,2,2,2,2,2,,1420,19,,2,2,,51,5,1,5,,,3,1,1,4,1,1,1,1,1,1,2,2,5,1.272187211,5152.0816722
671480,4,2,2,2,1,1970,1,,,1,3,,,,,,,,1,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,50,5,1,5,,,3,7,3,5,0,0,0,1,1,1,2,2,5,1.272187211,5152.0816722
671480,4,3,1,6,1,1999,1,,,2,5,,100,100,,2018,1,1,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,5,1,5,,,1,7,3,5,0,0,0,1,1,1,2,2,5,1.272187211,5152.0816722
671480,4,4,1,6,1,2006,1,,,2,3,,,,,,,,2,4,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,5,1,5,,,1,7,3,5,0,0,0,1,1,1,2,2,5,1.272187211,5152.0816722
671520,3,1,1,1,1,1964,1,,,1,3,,,,,,,,1,2,,,1,8,,,3,3,14,2,,,1,39,0,1,100,2,,,2,,,61,70,,,2,1,2,1,2,2,2,,7112,6,30,2,2,,56,11,2,11,,,4,5,2,4,1,1,1,1,1,2,3,0,1,1.9799033409,8018.1781638
671520,3,2,2,2,1,1962,1,,,1,3,,,,,,,,1,1,,,2,13,,,2,1,14,2,,,1,14,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,58,11,2,11,,,4,7,3,5,0,0,0,1,1,2,3,0,1,1.9799033409,8018.1781638
671520,3,3,1,6,1,2000,1,,,2,4,,,,,,,,2,3,,,2,17,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,20,11,2,11,,,1,7,3,5,0,0,0,1,1,2,3,0,1,1.9799033409,8018.1781638
671698,3,1,1,1,1,1938,1,,,4,2,,,,,,,,1,3,,,2,15,1,2,1,,16,2,,,1,39,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,82,11,2,11,,,5,6,3,5,0,1,0,1,2,2,3,0,2,2.3498073829,9516.209129
671698,3,2,1,6,1,1969,1,,,1,3,,,,,,,,1,1,,,1,1,,,1,,16,2,,,1,30,0,1,80,2,,,2,,,65,80,2,,1,2,2,2,2,2,2,,8332,8,,2,2,,51,11,2,11,,,3,1,1,4,1,1,1,1,2,2,3,0,2,2.3498073829,9516.209129
671698,3,3,2,8,2,1967,1,2010,2,1,3,,,,,,,,1,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,53,,,11,,,3,7,3,5,0,0,0,1,2,2,3,0,2,2.3498073829,9516.209129
671841,3,1,1,1,1,1965,1,,,1,7,4,107,110,0,1994,3,,1,2,,,1,5,,,4,1,29,2,,,1,24,0,1,100,2,,,2,,,69,70,2,,1,2,2,2,2,2,2,,3323,3,36,2,2,,55,9,2,9,,,4,3,1,2,1,1,1,2,2,2,3,2,4,0.2173340137,880.15551408
671841,3,2,2,2,1,1969,1,,,1,5,,53,60,,1988,2,2,1,1,,,1,2,,,5,1,19,2,,,1,23,0,1,100,2,,,1,0,0,67,70,2,,1,2,2,2,2,2,2,,2411,15,30,2,2,,51,9,2,9,,,3,2,1,3,0,1,1,2,2,2,3,2,4,0.2173340137,880.15551408
671841,3,3,2,6,1,2000,1,,,2,5,,90,100,,2019,3,1,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,20,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.2173340137,880.15551408
671893,4,1,2,1,1,1975,1,,,1,3,,,,,,,,1,1,,,1,1,,,5,3,15,1,3,,1,15,0,2,,1,30,10,,,,70,50,2,,1,2,2,2,1,2,2,,8143,3,39,2,2,,45,1,1,1,,,3,1,1,2,0,1,1,2,2,1,1,1,3,1.5236984721,6170.6476093
671893,4,2,1,2,1,1970,1,,,1,3,,,,,,,,2,2,,,1,1,,,4,3,16,2,,,1,34,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,8332,6,44,2,2,,50,1,1,1,,,3,1,1,4,1,1,1,2,2,1,1,1,3,1.5236984721,6170.6476093
671893,4,3,1,6,1,2000,1,,,2,5,,76,100,,2019,3,1,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,1,,0,,,,,,20,1,1,1,,,1,7,3,5,0,0,0,2,2,1,1,1,3,1.5236984721,6170.6476093
671893,4,4,1,6,1,2008,1,,,2,2,,,,,,,,1,4,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,,0,,,,,,12,1,1,1,,,1,7,3,5,0,0,0,2,2,1,1,1,3,1.5236984721,6170.6476093
672417,3,1,1,1,1,1974,1,,,1,5,,38,60,,1992,2,2,1,1,,,1,1,,,2,1,20,2,,,1,28,0,1,70,2,,,2,,,65,70,2,,1,2,2,2,2,2,2,,4321,3,21,2,2,,46,8,1,8,,,3,1,1,2,1,1,1,2,2,1,2,2,4,1.3728634004,5559.7983556
672417,3,2,2,3,1,1975,1,,,1,3,,,,,,,,2,2,,,1,1,,,3,1,19,2,,,1,20,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,5246,9,32,2,2,,45,8,1,8,,,3,1,1,4,0,1,1,2,2,1,2,2,4,1.3728634004,5559.7983556
672417,3,3,1,6,1,2013,1,,,2,1,,,,,,,,,3,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,7,8,1,8,,,1,7,3,5,0,0,0,2,2,1,2,2,4,1.3728634004,5559.7983556
672486,2,1,1,1,1,1943,1,,,1,2,,,,,,,,1,1,,,2,15,1,3,1,,14,2,,,1,25,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,16,3,16,,,5,6,3,5,1,1,0,0,2,3,4,2,4,0.5889672693,2385.1894185
672486,2,2,2,2,1,1943,1,,,1,2,,,,,,,,2,2,,,2,15,20,1,1,,17,2,,,2,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,16,3,16,,,5,6,3,5,0,1,0,0,2,3,4,2,4,0.5889672693,2385.1894185
