NQUEST,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA11,YTA12,YTA2,YTA31,YCA1,YCA2,YTA32,YTA4,YTA5,YL,YTP,YTA3,YTA,YT,YM,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
921668,1,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,1800,1.5494351361,0,0,0,1.5494351361,1801.5494351,1801.5494351
921671,1,0,0,14400,0,0,0,0,0,0,0,8400,0,0,0,0,14400,0,0,14400,0,8400,7.7471756805,0,0,0,7.7471756805,8407.7471757,22807.747176
921680,1,15000,0,0,0,0,0,0,0,0,0,5400,0,0,0,15000,0,0,0,0,0,5400,0.6197740544,0,0,1794.3374227,-1793.717649,3606.2823514,18606.282351
921680,2,0,0,8450,0,0,0,0,0,0,0,0,0,0,0,0,8450,0,0,8450,0,0,0,0,0,0,0,0,8450
921694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921694,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
921701,1,15000,0,0,0,0,0,0,0,0,0,4800,0,0,0,15000,0,0,0,0,0,4800,0,0,0,179.43374227,-179.4337423,4620.5662577,19620.566258
921721,1,11000,0,0,0,11296.6,11296.6,0,0,0,0,1800,0,0,0,11000,0,0,11296.6,11296.6,0,1800,0,0,0,0,0,1800,24096.6
921728,1,0,0,41600,0,0,0,0,0,0,0,4800,0,0,0,0,41600,0,0,41600,0,4800,96.064978439,0,0,0,96.064978439,4896.0649784,46496.064978
921728,2,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,15600
921733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,0,0,13200,13200,0,0,0,0,0,0,0,0,13200
921737,1,0,0,22100,0,0,0,0,0,0,0,8400,800,0,0,0,22100,-800,-800,21300,0,8400,55.7796649,0,0,215.32049072,-159.5408258,8240.4591742,29540.459174
921737,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
921758,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,4200,4200
921777,1,18000,0,0,0,0,0,0,0,0,0,7050,0,0,0,18000,0,0,0,0,0,7050,20.507274536,0,0,564.1396857,-543.6324112,6506.3675888,24506.367589
921777,4,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
921777,5,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,12000
921827,1,0,0,19240,0,0,0,0,0,0,0,7200,0,0,0,0,19240,0,0,19240,0,7200,9.2966108166,0,0,0,9.2966108166,7209.2966108,26449.296611
921840,1,0,0,8450,0,0,0,0,0,0,0,6000,0,0,0,0,8450,0,0,8450,0,6000,0,0,0,0,0,6000,14450
921897,1,0,0,22100,0,0,0,0,0,0,0,15600,0,0,0,0,22100,0,0,22100,0,15600,165.19705449,0,0,0,165.19705449,15765.197054,37865.197054
921897,2,0,0,12350,0,0,0,0,0,0,0,0,0,0,0,0,12350,0,0,12350,0,0,0,0,0,0,0,0,12350
921914,1,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,14300,0,0,0.7125193788,0,0,0,0.7125193788,0.7125193788,14300.712519
921926,1,0,0,20800,0,0,0,0,0,0,0,6600,0,0,0,0,20800,0,0,20800,0,6600,18.640237454,0,0,0,18.640237454,6618.6402375,27418.640237
921926,2,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,16000
921939,1,0,0,11700,0,0,0,0,0,0,0,7200,0,0,0,0,11700,0,0,11700,0,7200,3.0988702722,0,0,0,3.0988702722,7203.0988703,18903.09887
921955,1,0,0,7800,0,0,0,0,0,0,0,9600,0,0,0,0,7800,0,0,7800,0,9600,8.602913985,0,0,0,8.602913985,9608.602914,17408.602914
921969,1,0,0,19500,0,0,0,0,0,0,0,8400,0,0,0,0,19500,0,0,19500,0,8400,30.974474722,0,0,0,30.974474722,8430.9744747,27930.974475
922022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.88983245,0,0,0,27.88983245,27.88983245,27.88983245
922022,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000
922128,1,0,0,14400,0,0,0,0,0,0,0,9600,0,0,0,0,14400,0,0,14400,0,9600,0,0,0,0,0,9600,24000
922128,2,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,13000
922167,1,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,19000
922181,1,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,9600,0,0,0,430.64098145,-430.6409814,9169.3590186,9169.3590186
922181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,8000
922258,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,13001.549435
922265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6480,0,0,0,6480,6480,0,0,0,0,0,0,0,0,6480
922267,1,0,0,10400,0,0,0,0,0,0,0,6000,0,0,0,0,10400,0,0,10400,0,6000,1.8593221633,0,0,0,1.8593221633,6001.8593222,16401.859322
922267,2,0,0,3510,0,0,0,0,0,0,0,0,0,0,0,0,3510,0,0,3510,0,0,0,0,0,0,0,0,3510
922277,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,11040,0,0,0,11040,11040,0,4200,0.9296610817,0,0,0,0.9296610817,4200.9296611,15240.929661
922278,1,0,0,6110,0,0,0,0,0,0,0,0,0,0,6000,0,6110,0,6000,12110,0,0,0,0,0,0,0,0,12110
922278,2,0,0,6110,0,0,0,0,0,0,0,0,0,0,0,0,6110,0,0,6110,0,0,0,0,0,0,0,0,6110
922287,1,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,600,600,0,0,2.788983245,0,0,0,2.788983245,2.788983245,602.78898324
922287,2,19000,1800,0,0,0,0,0,0,0,0,0,0,0,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,20800
922290,1,18000,0,0,0,300,300,0,0,0,0,0,3600,0,0,18000,0,-3600,-3300,-3300,0,0,0,0,0,0,0,0,14700
922299,1,0,0,12350,0,0,0,0,0,0,0,5400,0,0,0,0,12350,0,0,12350,0,5400,4.7889644474,0,0,0,4.7889644474,5404.7889644,17754.788964
922304,1,0,0,15600,0,0,0,0,0,0,0,12000,0,0,0,0,15600,0,0,15600,0,12000,3.0988702722,0,0,0,3.0988702722,12003.09887,27603.09887
922385,1,0,0,7020,0,0,0,0,0,0,0,1200,0,0,0,0,7020,0,0,7020,0,1200,0,0,0,0,0,1200,8220
922386,1,0,0,0,0,0,0,0,0,0,0,1800,0,0,8400,0,0,0,8400,8400,0,1800,0,0,0,0,0,1800,10200
922393,1,0,0,14400,0,0,0,0,0,0,0,6000,0,0,0,0,14400,0,0,14400,0,6000,9.2966108166,0,0,0,9.2966108166,6009.2966108,20409.296611
922415,1,0,0,0,0,0,0,0,0,0,0,7140.5609037,0,0,0,0,0,0,0,0,0,7140.5609037,0.1549435136,0,0,0,0.1549435136,7140.7158472,7140.7158472
922415,2,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,0,2880,0,0,0,0,0,0,0,0,2880
922416,1,0,0,6720,0,0,0,0,0,0,0,0,0,0,0,0,6720,0,0,6720,0,0,0,0,0,0,0,0,6720
922418,1,0,0,0,0,0,0,0,0,0,0,1440,0,0,7680,0,0,0,7680,7680,0,1440,0,0,0,0,0,1440,9120
922428,1,0,0,12350,0,0,0,0,0,0,0,0,0,0,0,0,12350,0,0,12350,0,0,4.43881097,0,0,0,4.43881097,4.43881097,12354.438811
922429,1,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,15600,0,0,4.8692602186,0,0,0,4.8692602186,4.8692602186,15604.86926
922432,1,0,0,4225,0,0,0,0,0,0,0,6000,0,0,0,0,4225,0,0,4225,0,6000,0,0,0,0,0,6000,10225
922432,2,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,15600
922449,1,14000,0,0,0,0,0,0,0,0,0,4800,0,0,0,14000,0,0,0,0,0,4800,4.6483054083,0,0,0,4.6483054083,4804.6483054,18804.648305
922449,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
922477,1,0,0,14400,0,0,0,0,0,0,0,8400,0,0,0,0,14400,0,0,14400,0,8400,20.783118096,0,0,0,20.783118096,8420.7831181,22820.783118
922487,1,24000,1600,0,0,0,0,0,0,0,0,6000,0,0,0,25600,0,0,0,0,0,6000,30.988702722,0,0,0,30.988702722,6030.9887027,31630.988703
922516,1,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,12000,4800,12.705368116,0,0,0,12.705368116,4812.7053681,16812.705368
922517,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,4.6483054083,0,0,0,4.6483054083,6004.6483054,6004.6483054
922517,2,0,0,13504,0,0,0,0,0,0,0,0,0,0,0,0,13504,0,0,13504,0,0,0,0,0,0,0,0,13504
922521,1,5000,0,0,0,0,0,0,0,0,0,0,0,1000,0,5000,0,0,1000,1000,0,0,0,0,0,0,0,0,6000
922521,2,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,7800
922524,1,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,4800,4800
922524,2,0,0,7540,0,0,0,0,0,0,0,0,0,0,0,0,7540,0,0,7540,0,0,0,0,0,0,0,0,7540
922524,3,0,0,7540,0,0,0,0,0,0,0,0,0,0,0,0,7540,0,0,7540,0,0,0,0,0,0,0,0,7540
922527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922527,2,0,0,17900,0,0,0,0,0,0,0,0,0,0,0,0,17900,0,0,17900,0,0,0,0,0,0,0,0,17900
922535,1,17000,600,0,0,0,0,0,0,0,0,3600,0,0,0,17600,0,0,0,0,0,3600,2.788983245,0,0,0,2.788983245,3602.7889832,21202.788983
922536,1,0,0,7800,0,0,0,0,0,0,0,4900,0,0,0,0,7800,0,0,7800,0,4900,0,0,0,0,0,4900,12700
922537,1,0,0,0,0,0,0,0,0,0,0,6000,2000,0,0,0,0,-2000,-2000,-2000,0,6000,20.142656769,0,0,0,20.142656769,6020.1426568,4020.1426568
922537,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,20000
922563,1,13000,0,0,0,0,0,0,0,0,0,3600,0,0,0,13000,0,0,0,0,0,3600,3.0988702722,0,0,107.66024536,-104.5613751,3495.4386249,16495.438625
922563,3,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,7000
922578,1,0,0,6136,0,0,0,0,0,0,0,250,0,0,1560,0,6136,0,1560,7696,0,250,0,0,0,0,0,250,7946
922581,1,16800,0,3640,0,0,0,0,0,0,0,3600,0,0,0,16800,3640,0,0,3640,0,3600,11.775707034,0,0,0,11.775707034,3611.775707,24051.775707
922588,1,0,0,0,0,0,0,0,0,1200,0,1900,0,0,0,0,0,1200,1200,1200,0,1900,10.846045953,0,0,0,10.846045953,1910.846046,3110.846046
922589,1,0,0,5250,0,0,0,0,0,0,0,3000,0,0,0,0,5250,0,0,5250,0,3000,26.340397314,0,0,0,26.340397314,3026.3403973,8276.3403973
922616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8033463607,0,0,0,0.8033463607,0.8033463607,0.8033463607
922616,2,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,14300
922617,1,0,0,19500,0,0,0,0,0,0,0,6000,0,0,0,0,19500,0,0,19500,0,6000,10.846045953,0,0,0,10.846045953,6010.846046,25510.846046
922622,1,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,6600,16.315870286,0,0,0,16.315870286,6616.3158703,6616.3158703
922622,2,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,14300
922624,1,17000,0,0,0,0,0,0,0,0,0,5400,0,0,0,17000,0,0,0,0,0,5400,20.483809059,0,0,0,20.483809059,5420.4838091,22420.483809
922624,2,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,10400
922628,1,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,18000,7200,13.944916225,0,0,0,13.944916225,7213.9449162,25213.944916
922629,1,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,4800,1.5494351361,0,0,0,1.5494351361,4801.5494351,4801.5494351
922629,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
922636,1,18000,0,0,0,0,0,0,0,0,0,6000,0,0,0,18000,0,0,0,0,0,6000,13.015255143,0,0,0,13.015255143,6013.0152551,24013.015255
922636,2,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,12000
922638,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,4.6332287449,0,0,0,4.6332287449,6004.6332287,6004.6332287
922638,2,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
922640,1,0,0,0,0,0,0,0,0,8000,0,6000,0,0,0,0,0,8000,8000,8000,0,6000,4.6483054083,0,0,0,4.6483054083,6004.6483054,14004.648305
922646,1,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,11700,0,0,4.6483054083,0,0,0,4.6483054083,4.6483054083,11704.648305
922648,1,10000,0,0,0,0,0,0,0,0,0,5400,0,500,0,10000,0,0,500,500,0,5400,1.5494351361,0,0,628.01809795,-626.4686628,4773.5313372,15273.531337
922651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9581924355,0,0,0,4.9581924355,4.9581924355,4.9581924355
922651,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
922657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,7200,7200,0,0,0,0,0,0,0,0,7200
922661,1,0,0,10140,0,0,0,0,0,0,0,2400,0,0,0,0,10140,0,0,10140,0,2400,0,0,0,0,0,2400,12540
922671,1,0,0,9120,0,0,0,0,0,0,0,6000,0,0,0,0,9120,0,0,9120,0,6000,4.6483054083,0,0,0,4.6483054083,6004.6483054,15124.648305
922671,2,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,9000,0,0,0,0,0,0,0,0,9000
922672,1,0,0,10335,0,0,0,0,0,0,0,2600,0,0,0,0,10335,0,0,10335,0,2600,0,0,0,0,0,2600,12935
922677,1,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,4800,3.0988702722,0,0,0,3.0988702722,4803.0988703,4803.0988703
922677,2,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,14300
922681,1,0,0,0,0,0,0,0,0,0,0,12000,0,1000,0,0,0,0,1000,1000,5818.1818182,12000,4.6483054083,0,0,0,4.6483054083,12004.648305,18822.830124
922681,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,6500
922681,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.81818182,0,0,0,0,0,0,0,181.81818182
922692,1,0,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,0,13200,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,13201.549435
922708,1,0,0,9100,0,0,0,0,0,0,0,5400,0,0,0,0,9100,0,0,9100,0,5400,12.291349588,0,0,0,12.291349588,5412.2913496,14512.29135
922708,2,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,0,0,0,16800
922708,4,0,0,6500,0,5000,0,5000,0,0,0,0,0,0,0,0,6500,0,5000,11500,0,0,0,0,0,0,0,0,11500
922714,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,7.7471756805,0,0,0,7.7471756805,4207.7471757,4207.7471757
922714,2,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,11700
922723,1,0,0,7800,0,0,0,0,0,0,0,3600,0,0,0,0,7800,0,0,7800,0,3600,1.5732226471,0,0,0,1.5732226471,3601.5732226,11401.573223
922726,1,0,0,8710,0,0,0,0,0,0,0,3600,0,0,0,0,8710,0,0,8710,0,3600,4.8601090895,0,0,0,4.8601090895,3604.8601091,12314.860109
922726,3,0,0,0,0,6000,0,6000,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,6000
922752,1,0,0,13200,0,0,0,0,0,0,0,4800,0,0,0,0,13200,0,0,13200,0,4800,0.8490615547,0,0,0,0.8490615547,4800.8490616,18000.849062
922763,1,0,0,0,0,0,0,0,0,0,0,11900,0,0,0,0,0,0,0,0,0,11900,1.1070640251,0,0,0,1.1070640251,11901.107064,11901.107064
922763,2,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,10400
922803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6483054083,0,0,0,4.6483054083,4.6483054083,4.6483054083
922803,2,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,14400,0,0,14400,0,0,0,0,0,0,0,0,14400
922805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,1.5494351361
922805,2,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,14500
922814,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,4.5513376506,0,0,0,4.5513376506,4204.5513377,4204.5513377
922814,2,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,7800
922816,1,0,0,0,0,0,0,0,0,0,0,2400,0,0,2700,0,0,0,2700,2700,0,2400,3.7186443267,0,0,0,3.7186443267,2403.7186443,5103.7186443
922816,2,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,7560,0,0,0,0,0,0,0,0,7560
922816,3,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,9600,0,0,0,0,0,0,0,0,9600
922821,1,0,0,9360,0,0,0,0,0,0,0,3600,0,0,0,0,9360,0,0,9360,0,3600,0.6197740544,0,0,0,0.6197740544,3600.6197741,12960.619774
922846,1,27000,1400,0,0,0,0,0,0,0,0,7200,12000,0,0,28400,0,-12000,-12000,-12000,0,7200,21.692091905,0,0,0,21.692091905,7221.6920919,23621.692092
922846,2,20000,0,12800,0,0,0,0,0,0,0,0,0,0,0,20000,12800,0,0,12800,0,0,0,0,0,0,0,0,32800
922875,1,0,0,18200,0,0,0,0,0,0,0,12000,0,0,0,0,18200,0,0,18200,0,12000,16.826861693,0,0,0,16.826861693,12016.826862,30216.826862
922888,1,0,0,7800,0,0,0,0,0,0,0,1800,0,0,0,0,7800,0,0,7800,0,1800,1.5494351361,0,0,0,1.5494351361,1801.5494351,9601.5494351
922888,2,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,12000,0,0,0,0,0,0,0,0,12000
922891,1,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,0,10400,0,0,1.2395481089,0,0,0,1.2395481089,1.2395481089,10401.239548
922892,1,0,0,10920,0,0,0,0,0,0,0,0,0,0,0,0,10920,0,0,10920,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,10921.549435
922892,3,0,0,0,0,280,0,280,0,0,0,0,0,0,0,0,0,0,280,280,0,0,0,0,0,0,0,0,280
922894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922898,1,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,7200,1.5494351361,0,0,0,1.5494351361,7201.5494351,7201.5494351
922898,2,0,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,0,13200,0,0,0,0,0,0,0,0,13200
922898,3,17550,0,0,0,0,0,0,0,0,0,0,0,0,0,17550,0,0,0,0,0,0,0,0,0,0,0,0,17550
922903,1,0,0,10440,0,0,0,0,0,0,0,6000,0,0,0,0,10440,0,0,10440,0,6000,0.6197740544,0,0,0,0.6197740544,6000.6197741,16440.619774
922905,1,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,4800,37.186443267,0,0,0,37.186443267,4837.1864433,4837.1864433
922905,2,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0,11200,0,0,0,0,0,0,0,0,11200
922935,1,0,0,19500,0,0,0,0,0,0,0,5400,0,0,0,0,19500,0,0,19500,0,5400,12.395481089,0,0,0,12.395481089,5412.3954811,24912.395481
922985,1,6240,0,3380,0,0,0,0,0,0,0,0,0,0,0,6240,3380,0,0,3380,0,0,2.4790962178,0,0,0,2.4790962178,2.4790962178,9622.4790962
922994,1,35750,0,7570,0,0,0,0,0,0,0,9800,7200,0,0,35750,7570,-7200,-7200,370,0,9800,123.95481089,0,0,0,123.95481089,9923.9548109,46043.954811
922999,1,3900,0,0,0,4950,4950,0,0,0,0,12200,0,0,0,3900,0,0,4950,4950,0,12200,55.7796649,0,0,0,55.7796649,12255.779665,21105.779665
922999,2,9360,0,0,0,0,0,0,0,0,0,0,0,0,0,9360,0,0,0,0,0,0,0,0,0,0,0,0,9360
923002,1,0,0,8476,0,0,0,0,0,0,0,10100,0,0,0,0,8476,0,0,8476,0,10100,29.439267586,0,0,0,29.439267586,10129.439268,18605.439268
923002,2,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,13000
923012,1,0,0,0,0,0,0,0,0,0,0,13100,0,0,0,0,0,0,0,0,25000,13100,130.15255143,0,19.712470191,0,149.86502162,13249.865022,38249.865022
923226,1,0,0,25690,0,0,0,0,0,0,0,0,0,0,0,0,25690,0,0,25690,0,0,3.0988702722,0,0,0,3.0988702722,3.0988702722,25693.09887
923310,1,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,14.836187554,0,0,0,14.836187554,14.836187554,17014.836188
923350,1,0,0,0,0,0,0,0,0,0,0,12000,2000,0,0,0,0,-2000,-2000,-2000,15000,12000,178.78585995,0,0,0,178.78585995,12178.78586,25178.78586
923351,1,0,0,8450,0,0,0,0,0,0,0,6000,1000,0,0,0,8450,-1000,-1000,7450,0,6000,30.880237718,0,0,0,30.880237718,6030.8802377,13480.880238
923354,1,0,0,13650,0,0,0,0,0,0,0,19200,0,0,0,0,13650,0,0,13650,0,19200,22.205577696,0,233.35355949,0,255.55913718,19455.559137,33105.559137
923399,1,19000,200,0,0,0,0,0,0,0,0,8563.9271122,0,0,0,19200,0,0,0,0,0,8563.9271122,40.225819555,0,144.653912,0,184.87973156,8748.8068437,27948.806844
923399,2,0,0,15490,0,0,0,0,0,0,0,0,0,0,0,0,15490,0,0,15490,0,0,0,0,0,0,0,0,15490
923416,1,27000,0,0,0,0,0,0,0,0,0,6500,0,0,0,27000,0,0,0,0,0,6500,10.540699797,0,0,0,10.540699797,6510.5406998,33510.5407
923416,2,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,17000
923422,1,24000,0,0,0,0,0,0,0,0,0,5400,0,0,0,24000,0,0,0,0,0,5400,15.494351361,0,0,1256.0361959,-1240.541845,4159.4581555,28159.458155
923436,1,0,0,10640,0,0,0,0,0,0,0,4800,0,0,0,0,10640,0,0,10640,0,4800,4.6483054083,0,0,0,4.6483054083,4804.6483054,15444.648305
923437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,6000,6000,0,0,0,0,0,0,0,0,6000
923438,1,15000,100,15400,0,0,0,0,0,0,0,0,0,0,0,15100,15400,0,0,15400,0,0,185.93221633,0,0,0,185.93221633,185.93221633,30685.932216
923438,2,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,22000
923438,3,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,8000
923441,1,0,0,15600,0,0,0,0,0,0,0,7200,0,0,0,0,15600,0,0,15600,0,7200,2.9959264926,0,0,0,2.9959264926,7202.9959265,22802.995926
923442,1,0,0,55757,0,0,0,0,0,0,6000,16400,0,0,0,0,55757,0,0,55757,0,22400,1580.4238388,9.3234656311,2010.6719595,1435.4699382,2164.9493258,24564.949326,80321.949326
923442,2,0,0,23790,0,0,0,0,0,0,0,0,0,0,0,0,23790,0,0,23790,0,0,0,0,0,0,0,0,23790
923443,1,21000,0,0,0,0,0,0,0,0,0,7400,0,0,0,21000,0,0,0,0,0,7400,10.846045953,0,0,0,10.846045953,7410.846046,28410.846046
923444,1,0,0,8450,0,0,0,0,0,0,0,4800,0,0,0,0,8450,0,0,8450,0,4800,0,0,0,0,0,4800,13250
923446,1,0,0,9750,0,0,0,0,0,0,0,3600,0,0,0,0,9750,0,0,9750,0,3600,0,0,0,0,0,3600,13350
923446,3,0,0,13650,0,0,0,0,0,0,0,0,0,0,0,0,13650,0,0,13650,0,0,0,0,0,0,0,0,13650
923447,1,0,0,13780,0,0,0,0,0,0,0,3600,0,0,0,0,13780,0,0,13780,0,3600,1.5494351361,0,0,0,1.5494351361,3601.5494351,17381.549435
923447,3,13000,0,0,0,1000,1000,0,0,0,0,0,0,0,0,13000,0,0,1000,1000,0,0,0,0,0,0,0,0,14000
923490,1,0,0,7150,0,0,0,0,0,0,0,2400,0,0,0,0,7150,0,0,7150,0,2400,0,0,0,0,0,2400,9550
923491,1,0,0,15600,0,0,0,0,0,0,0,1800,0,0,0,0,15600,0,0,15600,0,1800,6.1977405444,0,0,0,6.1977405444,1806.1977405,17406.197741
923497,1,0,0,4940,0,0,0,0,0,0,0,1800,0,2800,0,0,4940,0,2800,7740,0,1800,1.5494351361,0,0,0,1.5494351361,1801.5494351,9541.5494351
923530,1,14000,0,0,0,400,400,0,0,0,0,600,0,0,0,14000,0,0,400,400,0,600,20.762430824,0,0,0,20.762430824,620.76243082,15020.762431
923530,2,12931.03,0,0,0,2068.9655172,2068.9655172,0,0,0,0,0,0,0,0,12931.034483,0,0,2068.9655172,2068.9655172,0,0,0,0,0,0,0,0,15000
