NQUEST,Y,CN,CD1,CD2,CD,C,S
934930,70495.754993,15700,0,0,0,15700,54795.754993
934943,41647.909622,26400,0,0,0,26400,15247.909622
934951,766379.51988,95300,0,0,0,95300,671079.51988
934956,62640.646611,50300,0,1500,1500,51800,10840.646611
934958,229090.87573,148400,0,1000,1000,149400,79690.87573
934960,231940.83692,61100,0,0,0,61100,170840.83692
934967,124904.88703,65100,0,0,0,65100,59804.887027
934971,77149.887027,26100,9000,0,9000,35100,42049.887027
934979,25192.966108,20600,0,0,0,20600,4592.9661082
934981,9509.2966108,8800,0,0,0,8800,709.29661082
934983,85380.932216,43100,0,0,0,43100,42280.932216
934989,26392.966108,12000,0,0,0,12000,14392.966108
934991,25875.932216,17600,0,0,0,17600,8275.9322163
935000,28218.241527,17620,0,0,0,17620,10598.241527
935001,84548.208162,37527.978218,0,1500,1500,39027.978218,45520.229944
935003,115792.96611,52000,0,1000,1000,53000,62792.966108
935004,37182.134804,20240,1300,0,1300,21540,15642.134804
935007,39918.299043,28540,4800,0,4800,33340,6578.299043
935008,94887.6097,33114.643592,0,0,0,33114.643592,61772.966108
935009,129935.93222,34900,0,0,0,34900,95035.932216
935011,46461.977405,20700,0,3000,3000,23700,22761.977405
935014,274556.01056,118500,0,5000,5000,123500,151056.01056
935023,45580.988703,35040,8750,0,8750,43790,1790.9887027
935024,68523.954811,46900,0,0,0,46900,21623.954811
935026,86571.258262,46800,0,20000,20000,66800,19771.258262
935041,126283.25774,32700,0,0,0,32700,93583.257742
935042,81419.774054,24100,0,0,0,24100,57319.774054
935043,60797.814635,20800,0,0,0,20800,39997.814635
935044,31780.437865,23000,0,0,0,23000,8780.437865
935045,51009.144846,22604,0,2000,2000,24604,26405.144846
935054,9810,14600,0,0,0,14600,-4790
935073,301777.28623,171400,44000,10000,54000,225400,76377.286233
935077,38355.54218,28280,0,0,0,28280,10075.54218
935097,99028.027604,50800,0,0,0,50800,48228.027604
935103,57677.199348,36900,0,1800,1800,38700,18977.199348
935127,75786.242992,30700,0,0,0,30700,45086.242992
935132,54741.408813,29000,0,0,0,29000,25741.408813
935147,27661.977405,18840,0,0,0,18840,8821.9774054
935156,2385705.386,554225,0,5000,5000,559225,1826480.386
935161,272914.41034,87090,0,0,0,87090,185824.41034
935165,211777.31918,197400,0,0,0,197400,14377.319177
935171,176728.83634,88600,26000,0,26000,114600,62128.836336
935178,88112.632062,55600,0,1500,1500,57100,31012.632062
935187,699090.97362,130700,0,0,0,130700,568390.97362
935193,179576.50943,157000,60000,0,60000,217000,-37423.49057
935195,288233.3251,54800,0,3000,3000,57800,230433.3251
935201,199442.83966,162000,0,0,0,162000,37442.83966
935208,214032.79315,45662,0,0,0,45662,168370.79315
935233,457108.16579,69000,0,0,0,69000,388108.16579
935234,82181.189328,47800,0,0,0,47800,34381.189328
935235,87067.255709,56000,0,0,0,56000,31067.255709
935241,26931.654015,22140,0,550,550,22690,4241.6540149
935242,20747.364024,16600,0,0,0,16600,4147.3640242
935274,76619.446662,28200,0,0,0,28200,48419.446662
935280,98673.443014,41000,0,0,0,41000,57673.443014
935281,46448.725935,36800,8000,0,8000,44800,1648.7259351
935285,43685.409496,23460,0,0,0,23460,20225.409496
935299,56110.794677,48600,22000,0,22000,70600,-14489.20532
935300,94460.723179,37000,20000,0,20000,57000,37460.723179
935303,111155.00198,50400,0,0,0,50400,60755.001982
935305,44560.88185,26400,0,0,0,26400,18160.88185
935307,103575.6,95800,0,0,0,95800,7775.5999977
935309,68931.165734,27500,0,0,0,27500,41431.165734
935388,15272.788983,9840,0,0,0,9840,5432.7889832
935392,140091.81638,44000,11000,0,11000,55000,85091.816376
935401,31930.988703,20400,0,0,0,20400,11530.988703
935409,15526.197741,15440,0,0,0,15440,86.197740544
935415,15001.859322,13400,0,0,0,13400,1601.8593222
935423,14304.648305,10540,0,0,0,10540,3764.6483054
935431,77598.364086,48900,0,0,0,48900,28698.364086
935434,67207.796649,35200,0,0,0,35200,32007.796649
935443,86495.819244,38900,0,0,0,38900,47595.819244
935445,45421.692092,35000,0,0,0,35000,10421.692092
935449,77723.954811,23300,0,5000,5000,28300,49423.954811
935490,64615.494351,23800,0,0,0,23800,40815.494351
935558,141220.12149,131200,0,0,0,131200,10020.121494
935579,118956.66536,104800,10000,3000,13000,117800,1156.6653631
935587,300640.78747,131000,0,2000,2000,133000,167640.78747
935594,295696.96875,92800,2500,0,2500,95300,200396.96875
935636,83809.887027,44000,0,0,0,44000,39809.887027
935638,920864.96443,393000,0,0,0,393000,527864.96443
935643,88183.476788,42912.755002,0,800,800,43712.755002,44470.721786
935659,33951.84061,23800,0,0,0,23800,10151.84061
935666,63686.471304,28700,0,0,0,28700,34986.471304
935676,55418.182135,22440,0,500,500,22940,32478.182135
935682,57010.560457,46200,0,0,0,46200,10810.560457
935683,40209.21546,24200,0,0,0,24200,16009.21546
935685,116764.83054,28300,0,0,0,28300,88464.830541
935686,226283.22838,193017.73403,0,0,0,193017.73403,33265.494351
935693,113432.06234,34700,0,2000,2000,36700,76732.06234
935695,34116.920919,32400,0,0,0,32400,1716.9209191
935697,61001.520909,34700,0,0,0,34700,26301.520909
935702,63772.966108,66260,500,1300,1800,68060,-4287.033892
935705,76360.796676,42900,0,0,0,42900,33460.796676
935713,6891.5494351,6760,0,0,0,6760,131.54943514
935714,75223.954811,60400,0,0,0,60400,14823.954811
935716,143150.41641,47400,0,500,500,47900,95250.416408
935729,27400,15720,0,0,0,15720,11680
935741,30315.230415,18520,130,0,130,18650,11665.230415
935746,98180.658525,59000,0,1500,1500,60500,37680.658525
935762,177516.66523,45020.430027,0,0,0,45020.430027,132496.2352
935808,57445.482122,25700,0,0,0,25700,31745.482122
935825,429257.74588,185488,0,0,0,185488,243769.74588
935827,51769.978269,30600,0,0,0,30600,21169.978269
935831,189424.77728,60456,0,0,0,60456,128968.77728
935846,200,5310,0,0,0,5310,-5110
935850,154187.12068,63800,0,2000,2000,65800,88387.120684
935852,51883.032696,25900,0,0,0,25900,25983.032696
935853,345109.38753,193000,0,0,0,193000,152109.38753
935862,241565.70862,84400,0,0,0,84400,157165.70862
935871,56208.483054,43362,0,0,0,43362,12846.483054
935877,94473.30256,71400,0,1200,1200,72600,21873.30256
935892,115490.79227,33400,0,0,0,33400,82090.792266
935893,80380.711402,44000,0,0,0,44000,36380.711402
935905,34102.52263,18400,0,0,0,18400,15702.52263
935906,112984.03335,28900,0,0,0,28900,84084.033352
935908,26427.889832,19700,0,0,0,19700,6727.8898324
935916,27917.471757,22640,0,0,0,22640,5277.4717568
935923,49261.977405,35660,0,1000,1000,36660,12601.977405
935927,78401.549435,73800,0,0,0,73800,4601.5494351
935940,61061.069618,21290,0,0,0,21290,39771.069618
935941,68233.440436,34200,0,0,0,34200,34033.440436
935943,14474.636019,15200,0,0,0,15200,-725.3639813
935944,31200,8860,10000,0,10000,18860,12340
935953,29538.395481,22700,0,0,0,22700,6838.3954811
935960,128160.08091,43900,23000,600,23600,67500,60660.080912
935987,80718.204215,36600,0,0,0,36600,44118.204215
935993,50423.954811,31200,0,0,0,31200,19223.954811
935994,253359.32216,48200,0,0,0,48200,205159.32216
935999,70951.448663,23100,0,0,0,23100,47851.448663
936001,156156.49162,40000,70000,0,70000,110000,46156.491622
936004,243028.10724,33600,0,0,0,33600,209428.10724
936011,221563.88703,89800,0,1000,1000,90800,130763.88703
936017,142619.77405,44200,0,0,0,44200,98419.774054
936029,117797.32874,29120,0,500,500,29620,88177.328736
936039,86493.451176,37000,0,60,60,37060,49433.451176
936048,23915.296611,19340,0,0,0,19340,4575.2966108
936049,48113.599657,32440,0,2000,2000,34440,13673.599657
936059,33885.235636,15320,0,0,0,15320,18565.235636
936064,14740.619774,10900,0,0,0,10900,3840.6197741
936071,81207.909622,24400,0,0,0,24400,56807.909622
936093,222299.49377,56500,17000,0,17000,73500,148799.49377
936100,111230.9887,43900,16600,300,16900,60800,50430.988703
936118,54497.835728,33900,0,35000,35000,68900,-14402.16427
936133,86990.291617,35900,0,2000,2000,37900,49090.291617
936150,32077.336308,25400,0,1000,1000,26400,5677.3363077
936153,109007.99434,62000,80000,0,80000,142000,-32992.00566
936161,102097.05368,37200,30000,0,30000,67200,34897.053679
936227,13052.771912,14500,0,0,0,14500,-1447.228088
936237,42559.102107,25800,0,2500,2500,28300,14259.102107
936247,86445.077167,41800,0,5000,5000,46800,39645.077167
936252,65077.830803,37600,0,10000,10000,47600,17477.830803
936253,72121.079513,38800,0,4000,4000,42800,29321.079513
936268,71614.351451,48800,25000,5000,30000,78800,-7185.648549
936272,59628.113405,35000,20000,5000,25000,60000,-371.8865954
936278,64853.337023,29400,0,3000,3000,32400,32453.337023
936289,44680.679271,38400,2000,2000,4000,42400,2280.6792707
936316,53899.557578,54600,0,7000,7000,61600,-7700.442422
936359,99047.202107,51200,10000,6000,16000,67200,31847.202107
936370,51335.464288,36500,0,2000,2000,38500,12835.464288
936406,12634.790962,10830,0,0,0,10830,1804.7909622
936411,69450.66587,40400,0,3000,3000,43400,26050.66587
936412,43966.882816,30200,0,5000,5000,35200,8766.8828156
936424,82357.292477,41200,12000,1200,13200,54400,27957.292477
936426,80202.356415,41700,-5000,2200,-2800,38900,41302.356415
936427,33811.731774,26800,0,700,700,27500,6311.7317743
936429,37909.775062,35900,0,1200,1200,37100,809.77506154
936436,20402.657237,16540,0,0,0,16540,3862.6572373
936453,56149.90236,28700,0,1700,1700,30400,25749.90236
936454,23634.087573,14800,0,0,0,14800,8834.087573
936456,43520.142657,27600,0,0,0,27600,15920.142657
936459,81611.698839,53322,0,10000,10000,63322,18289.698839
936465,280467.35281,35280,0,0,0,35280,245187.35281
936470,408503.5891,95500,0,0,0,95500,313003.5891
936478,203715.31967,69000,0,12000,12000,81000,122715.31967
936483,136184.32159,73800,0,0,0,73800,62384.321593
936513,404730.88072,60700,0,0,0,60700,344030.88072
936619,86984.925909,52700,0,0,0,52700,34284.925909
936624,38890.862066,41100,0,0,0,41100,-2209.137934
936635,113907.74718,24600,0,0,0,24600,89307.747176
936638,20234.386517,26400,4000,0,4000,30400,-10165.61348
936649,124783.94754,61000,0,2000,2000,63000,61783.947544
936651,195527.09772,61200,25000,3000,28000,89200,106327.09772
936656,487440.17687,103000,0,20000,20000,123000,364440.17687
936657,44808.852638,29900,0,500,500,30400,14408.852638
936660,50847.599152,26600,0,0,0,26600,24247.599152
936661,102165.57921,38000,0,0,0,38000,64165.579208
936664,173899.17421,137000,0,0,0,137000,36899.174207
936666,172704.55758,50800,0,0,0,50800,121904.55758
936667,25304.317651,14700,0,0,0,14700,10604.317651
936668,775235.53268,81000,0,0,0,81000,694235.53268
936671,17502.479096,16800,0,0,0,16800,702.47909622
936678,40200,24400,0,0,0,24400,15800
936682,146509.08072,61600,0,0,0,61600,84909.080722
936683,200753.07642,66600,0,0,0,66600,134153.07642
936684,185864.42225,100400,0,0,0,100400,85464.422255
936688,140688.37276,37340,0,3000,3000,40340,100348.37276
936689,149074.8969,135600,0,0,0,135600,13474.896904
936691,57218.026425,47000,0,0,0,47000,10218.026425
936692,180293.68099,104000,0,0,0,104000,76293.680989
936693,115835.77977,47000,0,0,0,47000,68835.779767
936701,87000,49000,0,0,0,49000,38000
936704,239004.18697,49800,0,0,0,49800,189204.18697
936711,187441.85032,66000,0,0,0,66000,121441.85032
936723,216226.6129,142400,0,0,0,142400,73826.612901
936739,178725.3657,46128.132613,0,3000,3000,49128.132613,129597.23308
936751,44522.280019,12840,0,0,0,12840,31682.280019
936754,41623.241527,21500,0,0,0,21500,20123.241527
936759,50358.273002,27200,15000,0,15000,42200,8158.273002
936762,23069.48751,14400,0,0,0,14400,8669.4875104
936765,96613.894305,40600,0,1000,1000,41600,55013.894305
936768,84123.068411,47160,0,0,0,47160,36963.068411
936773,21381.874931,12600,0,3000,3000,15600,5781.8749314
936777,74616.655682,23200,0,0,0,23200,51416.655682
936779,18589.084756,10520,0,0,0,10520,8069.0847556
936783,61180.853724,39800,4000,0,4000,43800,17380.853724
936788,59095.494351,30080,0,0,0,30080,29015.494351
936789,36123.469738,16900,0,600,600,17500,18623.469738
936792,34641.996611,31870,0,0,0,31870,2771.9966108
936793,72692.966108,35500,20000,0,20000,55500,17192.966108
936794,180887.56987,68500,0,0,0,68500,112387.56987
936796,142889.20289,31000,0,300,300,31300,111589.20289
936799,8897.5855216,11700,0,0,0,11700,-2802.414478
936801,94458.392856,39970,9000,0,9000,48970,45488.392856
936803,69112.532399,40800,0,0,0,40800,28312.532399
936813,20515.494351,16220,0,0,0,16220,4295.4943514
936814,83140.896343,38788.53652,0,0,0,38788.53652,44352.359823
936824,263027.00024,45900,0,0,0,45900,217127.00024
936831,20005.132253,12600,3000,0,3000,15600,4405.1322525
936839,52160.762489,25500,42000,1000,43000,68500,-16339.23751
936850,434363.35092,120000,0,5000,5000,125000,309363.35092
936862,84580.627042,52200,0,2000,2000,54200,30380.627042
936872,225481.99166,56600,0,0,0,56600,168881.99166
936874,61979.803535,32600,0,0,0,32600,29379.803535
936875,80133.623271,14260,5000,0,5000,19260,60873.623271
936912,21688.40221,20400,0,0,0,20400,1288.40221
936918,68657.019866,35700,92000,0,92000,127700,-59042.98013
936942,14386.144812,16600,0,0,0,16600,-2213.855188
936946,57632.492866,23840,0,0,0,23840,33792.492866
936956,61578.598044,48000,0,0,0,48000,13578.598044
936969,118085.32299,71600,0,0,0,71600,46485.322992
936975,77003.792194,67640,0,0,0,67640,9363.7921936
936976,125881.72874,27100,0,500,500,27600,98281.72874
936993,124423.98686,38700,0,0,0,38700,85723.98686
936999,31832.612231,42800,0,0,0,42800,-10967.38777
937000,102588.30821,67000,0,0,0,67000,35588.308213
937011,59280.442494,36900,0,0,0,36900,22380.442494
937017,63021.80592,35500,0,0,0,35500,27521.80592
937018,126498.20421,78700,0,0,0,78700,47798.204215
937021,36136.352877,25800,0,0,0,25800,10336.352877
937024,150210.39382,118900,0,0,0,118900,31310.393817
937030,130436.19236,74700,10000,3000,13000,87700,42736.192364
937034,55150.988703,21100,0,0,0,21100,34050.988703
937056,92916.134046,61836,0,2000,2000,63836,29080.134046
937081,227326.33315,110100,0,6000,6000,116100,111226.33315
937088,51904.943514,29400,0,0,0,29400,22504.943514
937103,53720.950162,36380,0,0,0,36380,17340.950162
937120,143091.6325,73380,0,0,0,73380,69711.6325
937125,404118.68076,150000,0,0,0,150000,254118.68076
937156,43689.662685,30100,0,3500,3500,33600,10089.662685
937158,281412.1663,36279.58751,0,0,0,36279.58751,245132.57879
937162,379930.89932,237500,-600,0,-600,236900,143030.89932
937173,146009.24718,110100,0,0,0,110100,35909.247184
937193,389462.34314,129900,5000,1500,6500,136400,253062.34314
937194,150222.24409,83961,600,800,1400,85361,64861.24409
937209,65344.140982,41800,0,0,0,41800,23544.140982
937211,111937.87989,25400,0,0,0,25400,86537.879887
937234,53272.327691,41100,0,0,0,41100,12172.327691
937249,207885.37568,183800,0,800,800,184600,23285.375675
937266,71378.062241,34400,0,1600,1600,36000,35378.062241
937306,242723.54184,60340,0,0,0,60340,182383.54184
937326,148132.08464,76300,0,0,0,76300,71832.084635
937328,134378.70295,61900,0,1200,1200,63100,71278.702946
937332,32111.55933,32200,0,0,0,32200,-88.4406702
937358,48546.483054,24440,0,200,200,24640,23906.483054
937362,56419.018857,51700,0,0,0,51700,4719.0188571
937371,55870.818227,39150,0,0,0,39150,16720.818227
937375,77371.776108,56400,0,0,0,56400,20971.776108
937431,180371.7193,81700,0,1000,1000,82700,97671.719301
937437,21131.206339,20190,0,0,0,20190,941.2063387
937442,19551.026588,13780,10000,0,10000,23780,-4228.973412
937443,22304.958192,12080,0,0,0,12080,10224.958192
937455,124574.80457,50600,0,0,0,50600,73974.804575
937460,422985.84941,76900,50000,0,50000,126900,296085.84941
937464,166721.29902,28740,0,0,0,28740,137981.29902
937469,50431.915178,22070,0,0,0,22070,28361.915178
937470,18889.66324,17200,0,0,0,17200,1689.6632397
937475,75788.67329,59600,22000,800,22800,82400,-6611.32671
937476,25700.413788,22080,0,0,0,22080,3620.4137875
937478,68224.727874,37650,9000,0,9000,46650,21574.727874
937480,64500.919386,25440,0,0,0,25440,39060.919386
937484,50053.460338,25540,0,0,0,25540,24513.460338
937485,59329.08086,33220,0,0,0,33220,26109.08086
937519,1237832.1386,48800,0,0,0,48800,1189032.1386
937521,221427.29206,102800,0,0,0,102800,118627.29206
937522,43719.689221,32150,0,0,0,32150,11569.689221
937530,105495.01162,74100,15000,0,15000,89100,16395.011623
937535,54774.435992,34400,0,0,0,34400,20374.435992
937542,78992.959029,48520,15000,0,15000,63520,15472.959029
937550,225391.52069,36200,0,0,0,36200,189191.52069
937559,405928.69467,120800,0,0,0,120800,285128.69467
937570,195892.53313,40900,0,0,0,40900,154992.53313
937585,99610.20325,32000,0,1000,1000,33000,66610.20325
937588,50409.887027,32900,0,0,0,32900,17509.887027
937591,23854.943514,12800,0,0,0,12800,11054.943514
937603,103163.03316,58700,7000,0,7000,65700,37463.033162
937608,74071.526924,24700,0,700,700,25400,48671.526924
937612,16569.296611,14800,0,300,300,15100,1469.2966108
937617,41275.170199,25360,0,2500,2500,27860,13415.170199
937630,49489.24409,27500,0,0,0,27500,21989.24409
937631,13338.044696,9700,15000,0,15000,24700,-11361.9553
937648,45023.226663,19800,0,0,0,19800,25223.226663
937652,49968.847934,22900,0,0,0,22900,27068.847934
937668,24835.206822,19900,0,0,0,19900,4935.2068216
937697,22509.838583,25300,0,0,0,25300,-2790.161417
937704,25099.549946,17820,0,0,0,17820,7279.5499457
937725,3104.6483054,7700,0,0,0,7700,-4595.351695
937729,139690.63278,70200,0,0,0,70200,69490.632783
937746,140232.22313,39600,13980,950,14930,54530,85702.223131
937774,13300,18750,0,0,0,18750,-5450
937831,88053.671757,44000,0,0,0,44000,44053.671757
937835,30815.494351,16300,0,0,0,16300,14515.494351
937844,22458.878535,12800,0,0,0,12800,9658.8785352
937845,144918.63183,69300,38000,0,38000,107300,37618.631834
937974,217305.12949,64700,29000,0,29000,93700,123605.12949
937981,111874.76253,77400,0,0,0,77400,34474.762534
937989,81418.873656,70200,300,1000,1300,71500,9918.8736562
937990,44553.664495,17800,0,0,0,17800,26753.664495
937992,57085.463431,30760,200,0,200,30960,26125.463431
937994,60015.494351,22200,0,0,0,22200,37815.494351
937999,36030.988703,16300,0,0,0,16300,19730.988703
938002,19623.241527,12600,0,0,0,12600,7023.241527
938005,213436.10069,45600,0,0,0,45600,167836.10069
938021,51254.08314,28120,11000,1000,12000,40120,11134.08314
938024,44007.747176,20300,0,0,0,20300,23707.747176
938025,20306.197741,11100,0,0,0,11100,9206.1977405
938026,76672.036072,42300,0,3000,3000,45300,31372.036072
938029,136585.87081,57100,0,0,0,57100,79485.870807
938031,77752.103519,34800,0,0,0,34800,42952.103519
938046,15206.197741,11740,0,0,0,11740,3466.1977405
938097,10021.692092,13300,0,0,0,13300,-3278.307908
938104,182309.88703,50600,0,0,0,50600,131709.88703
938107,105894.34109,37750,0,0,0,37750,68144.341093
938109,124154.94351,33600,0,0,0,33600,90554.943514
938110,186952.38501,34300,0,0,0,34300,152652.38501
938111,15001.549435,11940,0,0,0,11940,3061.5494351
938112,43310.988703,27400,0,0,0,27400,15910.988703
938117,16857.08635,22700,0,0,0,22700,-5842.91365
938181,30434.33631,28300,0,0,0,28300,2134.3363103
938183,54108.742095,38900,0,0,0,38900,15208.742095
938185,34622.280068,15208,0,0,0,15208,19414.280068
938213,109071.86443,21200,0,0,0,21200,87871.864433
938242,17572.50202,9940,0,0,0,9940,7632.5020201
938267,51366.424012,17640,0,4000,4000,21640,29726.424012
938292,23670,23140,0,0,0,23140,530
938312,14422.034993,15600,0,0,0,15600,-1177.965007
938321,167323.95481,41800,0,0,0,41800,125523.95481
938328,141619.77405,71600,0,0,0,71600,70019.774054
938333,166827.90468,61700,0,0,0,61700,105127.90468
938341,13016.861394,18050,0,0,0,18050,-5033.138606
938362,9083.652748,14200,0,0,0,14200,-5116.347252
938373,170231.12374,43500,90000,0,90000,133500,36731.123737
938375,16646.483054,29100,0,0,0,29100,-12453.51695
938439,29360.21391,15057,0,0,0,15057,14303.21391
938440,56248.643755,27920,0,0,0,27920,28328.643755
938443,103653.45732,63116,0,3000,3000,66116,37537.457324
938457,71987.915601,37960,0,1500,1500,39460,32527.915601
938492,57524.739643,31000,0,700,700,31700,25824.739643
938495,306733.55831,89000,0,0,0,89000,217733.55831
938516,64194.542841,50000,27000,4000,31000,81000,-16805.45716
938542,28730.933538,18400,0,700,700,19100,9630.9335382
938546,47784.943514,52600,0,0,0,52600,-4815.056486
938553,65644.40221,23000,10000,0,10000,33000,32644.40221
938557,54707.232254,28700,7500,0,7500,36200,18507.232254
938562,18614.758544,14800,0,0,0,14800,3814.7585442
938580,20626.340397,19800,0,0,0,19800,826.34039731
938583,42977.471757,22400,0,600,600,23000,19977.471757
938592,44256.800727,41000,0,0,0,41000,3256.8007275
938608,141266.87478,45000,0,5000,5000,50000,91266.874779
938647,21015.494351,15400,0,0,0,15400,5615.4943514
938652,80806.007419,40800,23000,300,23300,64100,16706.007419
938656,53641.269347,31200,0,1500,1500,32700,20941.269347
938657,94734.583975,55600,17000,0,17000,72600,22134.583975
938658,3106.1977405,15300,0,0,0,15300,-12193.80226
938668,126810.15972,51000,200,0,200,51200,75610.159723
938672,103670.89436,49000,0,0,0,49000,54670.894364
938673,159096.94712,56100,0,0,0,56100,102996.94712
938679,98461.977405,28060,0,0,0,28060,70401.977405
938687,39860.990471,56149.551162,0,0,0,56149.551162,-16288.56069
938703,141247.90962,70100,0,0,0,70100,71147.909622
938713,42350.688464,30362,0,0,0,30362,11988.688464
938755,46730.280645,21200,0,0,0,21200,25530.280645
938766,53153.851086,36600,0,0,0,36600,16553.851086
938770,162663.71436,79000,50000,0,50000,129000,33663.714361
938784,23111.493509,23600,0,2000,2000,25600,-2488.506491
938786,29016.740673,17860,0,0,0,17860,11156.740673
938794,77398.268486,36600,15000,0,15000,51600,25798.268486
938795,29114.123037,23000,0,0,0,23000,6114.1230368
938803,40698.42766,30360,0,0,0,30360,10338.42766
938828,43743.88849,35400,0,0,0,35400,8343.8884898
938833,46552.925224,28300,0,0,0,28300,18252.925224
938834,13015.494351,11600,0,0,0,11600,1415.4943514
938839,24082.395481,29600,0,0,0,29600,-5517.604519
938853,86500,53600,0,0,0,53600,32900
938865,83099.345839,39800,0,0,0,39800,43299.345839
938882,46050.187335,23080,0,0,0,23080,22970.187335
938888,49984.406857,22740,0,550,550,23290,26694.406857
938920,52812.359801,19300,0,600,600,19900,32912.359801
938992,23365.494351,16400,0,500,500,16900,6465.4943514
938993,49602.788983,25800,32000,0,32000,57800,-8197.211017
938996,24028.509607,17200,20000,0,20000,37200,-13171.49039
939031,89192.966108,41400,0,9700,9700,51100,38092.966108
939035,60634.087573,30500,0,0,0,30500,30134.087573
939041,80869.670932,44950,0,0,0,44950,35919.670932
939043,53200.048183,40700,0,0,0,40700,12500.048183
939051,38251.344236,21100,0,0,0,21100,17151.344236
939066,34317.973448,26700,0,2300,2300,29000,5317.9734476
939071,19734.087573,16600,0,0,0,16600,3134.087573
939088,17957.606594,16500,0,0,0,16500,1457.6065942
939109,36813.3794,40624,0,0,0,40624,-3810.6206
939114,85198.949932,40100,0,0,0,40100,45098.949932
939119,82831.150549,57300,0,0,0,57300,25531.150549
939139,58875.017637,23200,0,1100,1100,24300,34575.017637
939149,183964.2447,54000,0,0,0,54000,129964.2447
939153,281374.84201,73500,0,0,0,73500,207874.84201
939154,172250.77169,66200,0,0,0,66200,106050.77169
939156,49527.471757,17950,0,0,0,17950,31577.471757
939157,41985.932216,14500,0,0,0,14500,27485.932216
939161,114845.95879,45400,0,0,0,45400,69445.958786
939168,271604.29249,73600,17000,0,17000,90600,181004.29249
939173,46961.471757,26100,0,20000,20000,46100,861.47175681
939176,161739.14021,50300,0,0,0,50300,111439.14021
939177,59977.471757,27500,0,0,0,27500,32477.471757
939180,71353.620798,65200,0,0,0,65200,6153.6207985
939181,78738.229714,36700,-1000,0,-1000,35700,43038.229714
939188,48454.355073,23400,0,0,0,23400,25054.355073
939190,50710.296331,20300,0,0,0,20300,30410.296331
939194,77107.513192,37400,0,0,0,37400,39707.513192
939210,27291.834749,21300,0,0,0,21300,5991.8347487
939215,41939.715138,17960,0,0,0,17960,23979.715138
939222,78925.189513,29600,0,300,300,29900,49025.189513
939235,182760.60346,35007.069334,0,4500,4500,39507.069334,143253.53412
939240,23356.197741,22900,0,0,0,22900,456.19774054
939260,229682.93686,107900,0,3000,3000,110900,118782.93686
939261,131258.45398,68860,0,4000,4000,72860,58398.453978
939263,157704.42692,52400,2300,0,2300,54700,103004.42692
939264,15767.889832,14560,0,0,0,14560,1207.8898324
939266,91517.966108,42525,12000,4500,16500,59025,32492.966108
939271,77252.38842,31200,0,0,0,31200,46052.38842
939272,160895.08862,93800,0,0,0,93800,67095.088617
939278,39721.692092,17000,0,0,0,17000,22721.692092
939282,35515.474172,37900,0,0,0,37900,-2384.525828
939293,9300,7000,0,0,0,7000,2300
939294,6950,5300,0,0,0,5300,1650
939300,46351.555499,22300,0,0,0,22300,24051.555499
939302,57953.841859,32540,0,0,0,32540,25413.841859
939305,47778.672379,27000,0,0,0,27000,20778.672379
939308,70140.79418,42237.37284,25000,4000,29000,71237.37284,-1096.57866
939311,28355.89108,17400,0,0,0,17400,10955.89108
939312,46180.423839,39510,25000,0,25000,64510,-18329.57616
939315,729852.65673,73770,0,800,800,74570,655282.65673
939320,75123.614546,23600,0,0,0,23600,51523.614546
939322,356480.60428,80000,70000,0,70000,150000,206480.60428
939326,90581.988742,45000,0,0,0,45000,45581.988742
939334,26906.197741,13400,0,0,0,13400,13506.197741
939335,22637.177325,16100,0,0,0,16100,6537.1773246
939336,44365.943682,42200,0,0,0,42200,2165.9436817
939343,197219.77405,88920,0,4000,4000,92920,104299.77405
939346,91512.126255,30060,0,0,0,30060,61452.126255
939347,70222.932023,33000,0,0,0,33000,37222.932023
939348,41954.945887,25280,11000,4500,15500,40780,1174.945887
939354,66210.160965,39400,0,0,0,39400,26810.160965
939356,39930.450938,51300,0,0,0,51300,-11369.54906
939358,49513.274016,27050,0,0,0,27050,22463.274016
939363,13665.494351,7860,0,0,0,7860,5805.4943514
939376,634344.16826,72922.673925,0,0,0,72922.673925,561421.49433
939384,166145.83124,155717.11844,0,6000,6000,161717.11844,4428.7127987
939390,30250.161545,17870,0,500,500,18370,11880.161545
939392,69392.966108,34200,1500,3000,4500,38700,30692.966108
939393,120664.97592,22350,0,300,300,22650,98014.975918
939409,22284.429949,16100,0,0,0,16100,6184.4299492
939412,24674.68227,17900,0,0,0,17900,6774.6822701
939424,40822.584889,18380,0,0,0,18380,22442.584889
939479,36014.490945,15850,0,0,0,15850,20164.490945
939522,56344.164246,27800,0,0,0,27800,28544.164246
939523,116362.37989,58300,0,0,0,58300,58062.379887
939527,136513.9285,53900,0,0,0,53900,82613.9285
939528,129985.25827,63000,0,0,0,63000,66985.258267
939529,346028.01764,215000,0,0,0,215000,131028.01764
939606,25207.501441,17480,0,0,0,17480,7727.5014408
939624,182336.55593,86100,0,0,0,86100,96236.555928
939626,30127.889832,9100,0,0,0,9100,21027.889832
939640,82542.113128,59500,0,0,0,59500,23042.113128
939656,14000.619774,12900,0,0,0,12900,1100.6197741
939671,44368.897925,21100,0,0,0,21100,23268.897925
939677,71253.823123,35200,0,2500,2500,37700,33553.823123
939686,44426.386742,28300,0,0,0,28300,16126.386742
939691,135825.54448,84250,17000,1000,18000,102250,33575.544477
939692,80934.087573,26300,0,0,0,26300,54634.087573
939706,122412.98631,90800,0,0,0,90800,31612.986312
939710,147709.88703,44500,0,0,0,44500,103209.88703
