NQUEST,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,QUOTAINTP,SCOPER,UTSCOPER,MESISCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,INTERNET,EBUY,PRELN,PRELQUALIT,PRELMOTIV1,PRELMOTIV2,PRELMOTIV3,DEPOSIT,NDEPOSIT
885353,2,,,2,2,50,3,,,,,,2,,,,,1,2,2,,850,2,,,1,3,6,7,,,,1,2
885551,2,,,1,1,,1,1,5,3000,2500,,2,,,,,1,2,1,1,300,2,,,1,3,2,9,,,,1,2
885625,2,,,2,2,80,2,,,,,,2,,,,,1,2,2,,600,1,3,3,1,3,4,9,,,,1,2
885633,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,1,3,3,1,3,4,9,,,,1,1
885639,2,,,2,2,80,1,2,,,,,1,2,1,,,1,2,2,,300,1,3,3,1,3,3,10,,,,1,3
885646,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,2,,500,1,3,3,1,3,4,10,,,,1,2
885661,2,,,1,1,,1,2,,,,,1,4,2,,,2,,2,,1200,1,3,3,1,2,6,8,,,,1,3
885697,1,1,2,1,1,,1,2,,,,,1,2,2,,,1,2,2,,1500,1,2,3,1,2,5,7,,,,1,1
885709,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,1500,1,2,3,1,2,6,7,,,,1,2
885822,2,,,1,1,,3,,,,,,1,1,2,,,1,1,2,,500,1,2,3,1,3,4,8,,,,1,1
885868,1,2,1,2,4,70,1,1,12,50000,10000,,1,5,2,,,1,3,2,,100,1,2,3,1,2,1,10,,,,1,12
885878,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,1,3,10,10,,,,1,1
886273,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,1000,1,3,3,1,3,8,6,,,,1,1
886347,1,2,2,2,2,60,2,,,,,,1,2,2,,,1,6,1,2,300,1,3,3,1,2,0,4,2,1,2,1,6
886419,2,,,1,1,,1,2,,,,,2,,,,,1,2,1,1,400,1,3,3,1,2,4,6,,,,1,1
886427,1,1,1,2,2,75,1,2,,,,,1,2,2,,,1,3,2,,1000,1,3,3,1,2,6,8,,,,1,3
886443,1,2,2,2,3,70,1,2,,,,,1,1,2,,,1,1,2,,4000,1,3,3,1,2,3,9,,,,1,5
886457,1,1,2,2,3,70,2,,,,,,1,2,2,,,1,2,1,1,500,1,3,3,1,2,3,7,,,,1,3
886529,,,,1,1,,,,,,,,2,,,,,1,1,2,,1000,2,,,2,,2,8,,,,1,1
886533,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,2,5,1,1,2,1,1
886581,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,300,1,3,3,1,3,1,7,,,,1,1
886603,2,,,1,1,,1,2,,,,,1,1,1,,,1,2,2,,300,2,,,2,,1,6,,,,1,1
886604,2,,,1,1,,1,1,1,900,,1,2,,,,,1,2,1,2,400,1,3,3,1,2,1,6,,,,1,1
886606,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,400,1,3,3,1,3,2,7,,,,1,1
886636,2,,,2,2,30,3,,,,,,2,,,,,1,2,2,,1000,2,,,2,,2,7,,,,1,2
886721,2,,,1,1,,3,,,,,,2,,,,,1,1,1,3,1200,1,3,3,1,2,2,2,2,1,1,1,1
886741,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,1,3,4,5,1,2,1,1,1
886748,2,,,2,2,90,2,,,,,,2,,,,,1,2,1,1,400,2,,,1,2,1,5,1,2,2,1,2
886789,2,,,2,3,100,1,2,,,,,1,1,2,,,1,3,1,2,300,1,3,3,1,2,5,6,,,,1,6
886797,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,400,1,2,3,1,2,2,6,,,,1,2
886817,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,1,6,,,,1,1
886822,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,250,1,3,3,1,3,2,6,,,,1,1
886887,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,400,2,,,2,,2,8,,,,1,1
886915,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,1,6,,,,1,1
886918,1,1,1,1,1,,2,,,,,,1,1,2,,,1,1,2,,500,1,3,3,1,2,3,8,,,,1,1
887021,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,500,2,,,2,,4,8,,,,1,1
887498,2,,,2,2,65,1,2,,,,,1,2,2,,,1,2,2,,500,1,2,3,1,2,3,7,,,,1,2
887611,1,1,1,2,2,50,1,2,,,,,1,1,2,,,1,2,1,1,500,1,3,3,1,2,5,6,,,,1,3
887614,,,,1,1,,,,,,,,2,,,,,2,,1,2,500,2,,,1,2,0,9,,,,1,1
887655,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,400,1,3,3,1,2,5,8,,,,1,1
887679,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,2,6,,,,1,1
887736,2,,,1,1,,2,,,,,,2,,,,,2,,2,,500,2,,,1,3,3,9,,,,1,1
887755,2,,,2,2,50,2,,,,,,2,,,,,1,1,2,,300,2,,,1,2,3,10,,,,1,2
887782,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,3,8,,,,1,1
887787,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1600,2,,,1,3,3,8,,,,1,1
887859,2,,,1,1,,2,,,,,,2,,,,,2,,2,,500,2,,,1,3,1,8,,,,1,1
887863,2,,,2,2,70,1,2,,,,,1,1,2,,,1,1,1,1,600,1,3,3,1,2,4,8,,,,1,2
888112,2,,,2,2,60,2,,,,,,2,,,,,1,2,1,1,800,1,2,3,1,2,4,5,2,1,1,1,2
888178,,,,1,1,,,,,,,,2,,,,,2,,2,,1500,2,,,2,,0,9,,,,1,1
888185,,,,,,,,,,,,,2,,,,,2,,2,,3000,2,,,1,3,5,9,,,,2,0
888292,,,,,,,,,,,,,2,,,,,2,,2,,100,2,,,2,,1,9,,,,2,0
888304,2,,,1,1,,2,,,,,,2,,,,,1,3,2,,600,1,1,3,1,2,6,10,,,,1,2
888363,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,500,2,,,2,,1,9,,,,1,1
888377,2,,,1,1,,2,,,,,,1,1,2,,,1,3,1,2,400,2,,,1,2,5,8,,,,1,1
888390,,,,,,,,,,,,,2,,,,,2,,2,,400,2,,,2,,5,6,,,,2,0
888404,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,250,2,,,2,,3,6,,,,1,1
888413,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,4,7,,,,1,1
888436,2,,,1,1,,2,,,,,,2,,,,,2,,2,,600,2,,,2,,2,8,,,,1,1
888452,2,,,1,1,,1,2,,,,,1,1,1,,,1,3,2,,250,1,3,3,1,2,1,7,,,,1,2
888455,2,,,2,2,100,1,2,,,,,1,2,3,,1,1,3,2,,300,1,3,3,1,2,2,9,,,,1,5
888606,1,1,2,2,2,50,2,,,,,,1,2,2,,,1,2,2,,100,1,3,3,1,2,1,8,,,,1,2
888623,1,1,2,2,2,80,3,,,,,,2,,,,,1,2,1,1,1000,2,,,2,,2,6,,,,1,3
888843,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,100,1,3,3,1,2,1,8,,,,1,1
888848,2,,,2,4,40,3,,,,,,1,3,2,,,1,4,2,,400,1,3,3,1,2,3,8,,,,1,4
888873,2,,,1,1,,3,,,,,,2,,,,,2,,2,,600,2,,,2,,0,6,,,,1,1
889014,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,900,2,,,2,,2,6,,,,1,1
889047,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,400,1,2,3,1,2,3,8,,,,1,2
889109,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,150,2,,,1,3,2,8,,,,1,1
889192,2,,,2,3,50,3,,,,,,1,1,1,,,1,3,2,,1500,1,3,3,1,2,9,8,,,,1,3
889251,1,1,1,2,2,99,1,2,,,,,1,3,2,,,1,2,2,,150,1,3,3,1,2,1,9,,,,1,2
889378,2,,,2,2,40,2,,,,,,2,,,,,1,2,1,1,300,1,3,3,1,2,5,10,,,,1,3
889402,1,1,2,2,2,30,1,1,1,500,0,,2,,,,,1,3,1,1,500,1,3,3,1,2,3,8,,,,1,5
889497,2,,,2,2,80,3,,,,,,1,3,2,,,1,3,2,,100,1,3,3,1,2,2,8,,,,1,5
889512,2,,,1,1,,3,,,,,,2,,,,,2,,2,,700,2,,,2,,2,5,2,2,2,1,1
889537,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,700,2,,,2,,2,4,2,2,2,1,1
889577,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,4,6,,,,1,1
889583,2,,,1,1,,2,,,,,,1,3,1,,,1,3,2,,1500,2,,,2,,3,6,,,,1,3
889587,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,4,6,,,,1,1
889623,2,,,2,2,70,1,2,,,,,1,2,2,,,1,2,1,3,1000,1,3,3,1,2,3,10,,,,1,5
889706,2,,,2,2,70,3,,,,,,1,2,2,,,1,2,2,,2000,2,,,1,3,3,10,,,,1,2
889710,2,,,2,3,70,2,,,,,,2,,,,,1,3,1,1,100,1,3,3,1,2,3,6,,,,1,4
889711,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,80,2,,,1,2,5,10,,,,1,1
889714,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,1,1,900,1,3,3,1,2,3,8,,,,1,2
889715,2,,,1,1,,3,,,,,,1,1,2,,,1,1,2,,400,1,3,3,1,3,3,9,,,,1,1
889719,2,,,2,3,50,2,,,,,,1,2,2,,,1,3,2,,200,1,3,3,1,2,2,8,,,,1,4
889720,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,2,,200,1,2,3,1,3,3,9,,,,1,1
889721,2,,,1,1,,2,,,,,,1,1,2,,,1,1,1,1,500,2,,,1,2,2,10,,,,1,1
889722,2,,,2,2,70,2,,,,,,1,1,2,,,1,2,1,1,500,1,2,3,1,2,5,8,,,,1,4
889724,1,1,2,1,1,,1,2,,,,,1,1,1,,,1,1,2,,1600,1,1,2,1,3,3,9,,,,1,1
889728,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,1,2,2,10,,,,1,1
889729,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,900,2,,,2,,3,8,,,,1,1
889738,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,1,3,3,1,3,2,5,1,1,2,1,1
889740,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,300,1,3,3,1,2,3,6,,,,1,1
889753,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,3,8,,,,1,1
890008,2,,,1,1,,2,,,,,,2,,,,,2,,2,,800,2,,,2,,0,5,2,2,2,1,1
890030,,,,1,1,,,,,,,,2,,,,,2,,2,,1000,2,,,1,3,50,7,,,,1,1
890101,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,300,2,,,1,1,2,8,,,,1,1
890419,1,1,2,1,1,,1,2,,,,,1,1,2,,,1,1,2,,1000,2,,,2,,4,8,,,,1,1
890869,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,400,2,,,1,3,2,8,,,,1,1
890871,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,1,5,1,2,2,1,1
890880,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,8,10,,,,1,1
890963,1,1,2,1,1,,2,,,,,,1,2,2,,,1,2,2,,100,1,2,3,1,3,3,2,2,2,2,1,1
890970,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,500,2,,,2,,5,3,2,2,2,1,1
891214,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1200,2,,,1,3,3,8,,,,1,1
891317,1,1,2,1,1,,2,,,,,,1,2,1,,,1,2,2,,1000,2,,,2,,3,10,,,,1,2
891320,2,,,1,1,,1,1,11,500,0,,2,,,,,2,,2,,500,2,,,2,,1,5,1,2,2,1,1
891676,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,600,2,,,2,,1,9,,,,1,1
891688,,,,1,1,,,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,8,,,,1,1
891872,1,1,1,2,3,70,2,,,,,,1,2,2,,,1,2,1,1,200,1,2,3,1,2,3,8,,,,1,3
891877,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,600,1,3,3,1,3,2,10,,,,1,1
891947,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,3,6,,,,1,1
892076,2,,,1,1,,2,,,,,,1,1,1,,,1,2,2,,2000,2,,,2,,1,8,,,,1,1
892173,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,1,3,3,1,2,3,5,1,2,2,1,1
892193,1,1,2,1,1,,1,2,,,,,1,1,2,,,1,2,1,3,400,1,2,3,1,2,1,8,,,,1,2
892230,1,1,2,1,1,,2,,,,,,2,,,,,1,2,2,,300,1,3,3,1,3,4,5,1,2,2,1,1
892336,1,1,1,1,1,,2,,,,,,1,1,2,,,1,1,2,,200,2,,,2,,2,8,,,,1,1
892670,2,,,2,2,80,1,2,,,,,2,,,,,2,,2,,800,2,,,2,,1,8,,,,1,2
892684,2,,,1,1,,1,2,,,,,1,1,2,,,1,4,2,,1000,1,2,3,1,2,6,10,,,,1,3
892703,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,700,2,,,2,,3,7,,,,1,2
892710,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,100,1,3,3,1,2,1,7,,,,1,1
892736,2,,,1,1,,2,,,,,,2,,,,,2,,2,,900,2,,,1,3,0,5,2,2,2,1,1
892745,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1000,2,,,1,3,5,5,2,2,2,1,1
892838,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,1,1,200,1,3,3,1,2,3,5,1,1,2,1,1
892877,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,600,2,,,2,,6,8,,,,1,1
892884,2,,,2,2,60,2,,,,,,2,,,,,1,2,2,,700,2,,,2,,2,6,,,,1,2
892887,2,,,1,1,,2,,,,,,1,1,2,,,1,1,1,1,200,1,2,3,1,2,3,6,,,,1,1
892895,2,,,1,1,,2,,,,,,2,,,,,1,4,1,3,1300,1,3,3,1,2,4,9,,,,1,4
892941,2,,,2,2,80,1,1,5,150,0,,1,1,3,500,,1,1,2,,250,1,3,3,1,2,4,5,2,1,2,1,2
892972,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,150,1,3,3,1,1,2,1,1,2,2,1,1
893033,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,2,,2,8,,,,1,1
893052,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,150,1,3,3,1,2,1,7,,,,1,2
893062,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,30,2,,,1,3,4,8,,,,1,1
893173,2,,,1,1,,2,,,,,,2,,,,,2,,2,,800,2,,,2,,1,9,,,,1,1
893181,2,,,1,1,,2,,,,,,1,1,2,,,1,3,1,1,800,1,3,3,1,3,5,8,,,,1,3
893225,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,200,2,,,2,,4,6,,,,1,1
893372,1,1,1,1,1,,1,2,,,,,2,,,,,1,1,1,1,150,1,3,3,1,2,1,8,,,,1,2
893396,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,2,500,1,3,3,1,2,3,9,,,,1,3
893402,1,1,2,1,1,,3,,,,,,2,,,,,1,2,1,1,500,1,3,3,1,2,8,5,1,2,2,1,1
893421,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,1000,2,,,1,2,1,8,,,,1,1
893435,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,350,2,,,1,2,2,10,,,,1,2
893538,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,2,,300,1,2,3,1,3,2,8,,,,1,1
893579,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,350,2,,,1,2,4,8,,,,1,1
893971,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,1000,2,,,1,3,6,6,,,,1,2
893990,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,700,2,,,1,3,3,10,,,,1,1
894126,1,1,2,2,2,60,1,2,,,,,1,1,2,,,1,2,1,1,200,1,3,3,1,3,1,8,,,,1,2
894133,1,1,2,2,2,50,2,,,,,,2,,,,,1,2,2,,100,2,,,2,,2,8,,,,1,2
894140,2,,,2,2,50,3,,,,,,1,1,2,,,1,2,2,,1000,1,3,3,1,1,1,10,,,,1,2
894324,2,,,1,1,,2,,,,,,2,,,,,2,,2,,400,2,,,2,,1,8,,,,1,1
894327,2,,,2,2,65,2,,,,,,1,2,2,,,1,5,1,2,400,1,3,3,1,2,3,8,,,,1,2
894430,,,,1,1,,,,,,,,2,,,,,2,,2,,350,2,,,2,,0,6,,,,1,1
894438,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,2,8,,,,1,1
894447,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,250,2,,,2,,3,8,,,,1,1
894476,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,1000,2,,,2,,2,8,,,,1,1
894561,2,,,2,2,50,1,2,,,,,2,,,,,1,5,1,1,500,2,,,1,2,4,9,,,,1,11
894587,,,,,,,,,,,,,2,,,,,2,,2,,40,2,,,2,,1,7,,,,2,0
894607,2,,,1,1,,2,,,,,,2,,,,,2,,2,,300,2,,,2,,3,9,,,,1,1
894884,1,1,2,2,2,90,2,,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,2,8,,,,1,2
894887,2,,,1,1,,2,,,,,,2,,,,,1,2,1,2,600,1,3,3,1,2,3,8,,,,1,5
894924,1,1,1,1,1,,1,2,,,,,1,1,2,,,1,2,2,,1500,1,3,3,1,3,0,8,,,,1,1
895184,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,2,7,,,,1,1
895197,1,1,1,2,3,80,2,,,,,,1,3,2,,,1,3,1,1,200,1,3,3,1,2,1,8,,,,1,5
895376,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,1000,2,,,2,,3,8,,,,1,1
895384,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,1500,2,,,2,,2,7,,,,1,1
895479,2,,,2,2,60,2,,,,,,1,2,2,,,1,1,2,,1000,1,3,3,1,3,2,10,,,,1,2
895512,1,1,1,2,2,95,1,2,,,,,1,2,2,,,1,1,2,,150,1,2,3,1,2,1,10,,,,1,2
895624,2,,,2,2,60,3,,,,,,1,2,2,,,1,5,2,,2000,1,3,3,1,2,6,8,,,,1,5
895730,2,,,1,1,,1,2,,,,,1,2,1,,,1,2,1,2,100,1,3,3,1,2,1,8,,,,1,1
895774,,,,1,1,,,,,,,,2,,,,,1,1,2,,500,2,,,2,,2,6,,,,1,1
895776,2,,,2,2,50,2,,,,,,2,,,,,1,2,2,,100,1,3,2,1,2,1,8,,,,1,4
895840,2,,,1,1,,2,,,,,,2,,,,,2,,2,,150,2,,,2,,1,6,,,,1,1
895972,,,,,,,,,,,,,2,,,,,2,,2,,600,2,,,2,,5,8,,,,2,0
896130,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,1,2,3,10,,,,1,1
896341,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,200,1,3,3,1,3,3,6,,,,1,1
896404,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,1,1,200,1,3,3,1,3,1,9,,,,1,1
896539,2,,,1,1,,1,2,,,,,2,,,,,1,2,1,1,60,1,3,3,1,2,1,8,,,,1,1
896608,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,200,1,3,3,1,2,1,6,,,,1,1
896749,1,1,1,2,5,60,1,1,9,5000,5500,,1,2,2,,,1,3,1,1,1500,1,3,3,1,2,5,6,,,,1,5
896875,1,1,2,1,1,,1,1,4,2000,0,,1,2,2,,,1,2,1,1,500,1,3,3,1,2,5,8,,,,1,1
896902,2,,,1,1,,2,,,,,,1,1,2,,,2,,1,1,100,1,3,3,1,3,1,8,,,,1,1
896988,2,,,1,1,,3,,,,,,1,1,2,,,1,1,2,,300,1,3,3,1,1,2,10,,,,1,1
896995,2,,,2,2,20,2,,,,,,2,,,,,1,3,2,,600,2,,,1,3,3,8,,,,1,2
896996,2,,,2,3,40,2,,,,,,1,2,2,,,1,4,1,1,500,1,3,3,1,2,5,9,,,,1,4
897127,1,1,2,1,1,,2,,,,,,1,2,2,,,1,1,2,,400,2,,,2,,5,8,,,,1,2
897225,1,1,1,1,1,,1,2,,,,,1,1,2,,,1,1,2,,500,1,3,3,1,3,2,8,,,,1,1
897228,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,2,,3,5,1,2,2,1,1
897397,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,500,2,,,2,,3,8,,,,1,2
897442,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,200,2,,,1,2,2,10,,,,1,2
897837,1,1,2,1,1,,2,,,,,,1,2,2,,,2,,2,,150,1,3,3,1,2,1,2,1,2,2,1,1
897876,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,500,2,,,1,3,3,10,,,,1,1
897893,2,,,1,1,,2,,,,,,2,,,,,2,,2,,300,2,,,2,,2,8,,,,1,2
897935,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,200,2,,,2,,1,6,,,,1,1
898090,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,1,2,4,6,,,,1,1
898138,2,,,2,2,85,1,2,,,,,1,1,2,,,1,1,1,1,1300,1,3,3,1,2,4,10,,,,1,2
898191,2,,,2,2,80,1,2,,,,,1,1,2,,,1,6,1,3,300,1,3,3,1,2,5,10,,,,1,5
898220,1,3,2,2,3,80,1,2,,,,,1,5,2,,,1,2,1,1,2000,1,2,3,1,2,5,4,1,2,2,1,3
898380,2,,,1,1,,2,,,,,,2,,,,,2,,2,,300,2,,,2,,2,5,2,2,2,1,1
898387,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,2,8,,,,1,1
898401,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,250,2,,,2,,3,8,,,,1,1
898416,,,,,,,,,,,,,2,,,,,2,,2,,200,2,,,2,,1,1,2,2,2,2,0
898442,2,,,2,2,80,1,1,12,3000,,1,2,,,,,1,2,2,,650,2,,,1,2,7,8,,,,1,2
898594,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,4,8,,,,1,1
898661,2,,,1,1,,2,,,,,,1,1,2,,,1,3,2,,200,1,3,3,1,2,1,10,,,,1,3
898682,,,,,,,,,,,,,2,,,,,2,,2,,400,2,,,1,3,2,1,1,2,2,2,0
898977,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,2,8,,,,1,1
899055,2,,,2,2,50,2,,,,,,2,,,,,1,2,2,,500,1,3,3,1,2,3,8,,,,1,2
899140,1,1,2,1,1,,2,,,,,,1,1,2,,,1,1,1,1,250,1,3,3,1,2,2,8,,,,1,1
899268,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,1,3,3,1,3,2,7,,,,1,1
899301,2,,,2,3,50,2,,,,,,1,2,1,,,1,1,1,1,800,1,2,3,1,2,5,6,,,,1,3
899437,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,100,1,3,3,1,3,8,5,1,2,2,1,1
899500,2,,,2,2,60,2,,,,,,2,,,,,1,3,2,,500,1,3,3,1,3,2,9,,,,1,3
899501,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,300,1,3,3,1,2,4,10,,,,1,2
899540,2,,,2,2,50,2,,,,,,2,,,,,1,2,2,,300,2,,,2,,3,8,,,,1,2
899553,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,1,3,3,6,,,,1,1
899556,2,,,2,2,90,1,1,12,15000,20000,,1,1,2,,,1,6,2,,1000,1,2,1,1,2,20,8,,,,1,6
899560,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,2,4,1,2,2,1,1
899562,2,,,2,2,70,2,,,,,,2,,,,,1,1,2,,600,2,,,1,1,2,8,,,,1,3
899706,2,,,1,1,,2,,,,,,1,2,1,,,2,,1,2,200,2,,,1,3,3,6,,,,1,2
899737,,,,1,1,,4,,,,,,2,,,,,1,1,2,,750,2,,,1,3,6,8,,,,1,1
899895,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,2,,2,10,,,,1,1
899998,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,8,,,,1,1
900325,1,1,2,2,2,80,1,2,,,,,1,2,2,,,1,2,1,1,1200,1,2,3,1,2,2,8,,,,1,2
900339,,,,1,1,,,,,,,,2,,,,,1,1,2,,600,2,,,1,3,1,6,,,,1,1
900354,1,1,1,1,1,,1,2,,,,,1,1,2,,,2,,2,,300,2,,,1,2,3,9,,,,1,1
900371,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,1,1,200,1,3,3,1,2,1,8,,,,1,1
900486,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,100,1,3,3,1,2,1,8,,,,1,1
900495,2,,,2,2,50,2,,,,,,2,,,,,1,2,2,,700,2,,,2,,1,1,1,1,1,1,2
900573,1,1,2,2,2,90,1,1,12,25000,25000,,1,2,2,,,1,2,1,2,300,1,3,3,1,2,3,8,,,,1,3
900673,2,,,1,1,,1,2,,,,,2,,,,,2,,2,,150,2,,,2,,1,1,1,2,2,1,1
900796,1,1,2,2,2,80,2,,,,,,2,,,,,1,2,2,,400,2,,,1,3,2,8,,,,1,2
900829,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,500,1,3,2,1,2,8,8,,,,1,2
901126,2,,,1,1,,2,,,,,,1,2,2,,,1,2,1,1,400,1,3,3,1,2,4,10,,,,1,3
901402,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,300,1,3,2,1,2,1,9,,,,1,3
901450,,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,,1,3,0,10,,,,2,0
901474,2,,,2,2,10,1,2,,,,,1,1,1,,,1,3,2,,1000,2,,,1,3,5,8,,,,1,2
901501,,,,1,1,,,,,,,,2,,,,,2,,2,,1000,2,,,2,,0,9,,,,1,1
901516,,,,1,1,,,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,10,,,,1,1
901608,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,1,3,3,8,,,,1,1
901756,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,500,1,3,3,1,3,2,10,,,,1,1
901761,2,,,2,2,70,2,,,,,,2,,,,,1,5,2,,1000,1,2,3,1,3,4,8,,,,1,5
901876,2,,,1,1,,1,1,6,1000,500,,2,,,,,1,1,2,,200,2,,,1,2,3,8,,,,1,1
901879,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,300,2,,,1,3,4,6,,,,1,1
901950,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1000,2,,,2,,2,6,,,,1,1
901952,1,1,1,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,3,8,,,,1,1
901955,,,,,,,,,,,,,2,,,,,2,,2,,400,1,2,3,2,,0,1,2,2,2,2,0
901965,2,,,1,1,,1,1,12,30000,30000,,1,1,2,,,1,1,2,,400,2,,,1,3,3,6,,,,1,1
902006,,,,1,1,,,,,,,,2,,,,,1,1,2,,300,2,,,2,,1,8,,,,1,1
