NQUEST,ASS2NEW1,ASS2NEW2,ASS2NEW3,ASS2NEW4,ASS2NEW5,ASS2NEW6,ASS1NEW1,ASS1NEW2,ASS1NEW3,ASS1NEW4,ASS1NEW5,ASS1NEW6,ASS4,ASS4S,ASS31,ASS3S1,ASS32,ASS3S2,ASS33,ASS3S3,DOCSEZF
704752,2,,,,,,1,,,,,,2,,2,,2,,1,900,2
704766,2,,,,,,2,,,,,,2,,2,,2,,2,,2
704911,,2,,,,,2,2,,,,,2,,1,350,1,100,2,,2
705116,2,2,,,,,2,2,2,2,,,1,880,1,680,2,,1,340,2
705244,,,,,,,2,2,,,,,2,,1,1400,1,700,2,,2
706224,2,2,2,,,,2,2,2,,,,1,0,1,600,2,,2,,2
706234,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
706258,,,,,,,2,,,,,,2,,1,400,2,,2,,2
706422,,,,,,,2,,,,,,2,,1,500,2,,2,,2
706436,2,,2,,,,2,2,2,,,,2,,1,650,2,,2,,2
706448,,,,,,,2,,,,,,2,,1,800,2,,2,,2
706634,,1,2,,,,2,2,2,,,,2,,1,1500,1,266,2,,2
706727,2,,2,,,,2,2,2,,,,1,500,1,2000,1,500,2,,2
706900,,,2,,,,2,2,2,,,,1,800,1,450,1,400,2,,2
706921,,2,2,,,,1,2,2,2,,,2,,1,1500,1,250,2,,2
707104,,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
707253,,,,,,,2,,,,,,2,,1,300,1,200,2,,2
707312,,,,,,,2,2,,,,,2,,1,700,2,,1,500,2
707509,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
707523,,,,,,,2,,,,,,2,,1,280,2,,2,,2
707857,,,,,,,2,,,,,,2,,1,600,1,500,1,80,2
708219,,,,,,,2,2,,,,,2,,1,670,2,,2,,2
708747,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
709420,,,2,,,,2,2,2,,,,1,720,1,850,2,,2,,2
709438,,,,,,,1,,,,,,2,,1,400,2,,2,,1
709470,,,,,,,2,2,,,,,2,,1,400,2,,2,,2
709803,,,,,,,2,2,,,,,2,,1,450,2,,2,,2
710165,2,2,,,,,2,2,2,,,,2,,1,2000,1,1000,2,,2
710507,,2,2,,,,2,2,2,,,,2,,1,350,2,,2,,2
710556,2,2,,,,,2,2,,,,,2,,1,1600,2,,2,,2
710606,2,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
710905,2,,,,,,2,,,,,,2,,2,,2,,2,,2
711014,,,,,,,2,2,,,,,2,,1,450,1,150,2,,2
712022,2,,,,,,2,,,,,,2,,2,,2,,2,,2
712141,,,,,,,2,2,,,,,2,,1,400,1,365,1,316,2
712244,2,,,,,,2,,,,,,2,,1,340,2,,2,,2
713319,2,,2,,,,2,2,2,2,,,2,,1,190,2,,2,,2
713400,2,2,2,2,,,2,2,2,2,2,,2,,1,300,2,,2,,2
713700,2,2,,,,,1,2,2,2,,,1,0,1,1000,2,,2,,2
713811,,,,,,,2,2,,,,,2,,2,,2,,2,,2
713837,,1,2,,,,2,1,2,,,,2,,2,,2,,2,,1
713844,,,,,,,2,,,,,,2,,2,,1,200,2,,1
714021,,2,2,,,,1,2,2,,,,2,,1,900,2,,2,,1
714238,,,2,,,,2,2,2,,,,2,,2,,2,,2,,2
714416,2,,,,,,1,,,,,,2,,2,,2,,2,,2
714430,,2,,,,,2,2,,,,,2,,1,520,2,,2,,2
714437,2,,2,2,,,2,2,2,2,,,2,,1,1200,2,,2,,2
714622,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
714734,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
714820,,,,,,,2,,,,,,2,,2,,2,,2,,2
715065,2,2,2,,,,2,2,2,,,,2,,2,,1,750,2,,2
716507,2,2,2,,,,2,2,2,2,,,2,,2,,2,,2,,2
716834,2,2,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
716849,2,2,2,2,,,2,2,2,2,,,2,,1,600,2,,2,,2
716908,,,,,,,2,2,,,,,2,,1,900,2,,2,,2
716937,,2,2,,,,2,2,2,,,,2,,1,1500,1,500,2,,2
717014,,2,,,,,2,2,,,,,2,,1,1000,2,,2,,2
717242,,,2,2,2,,2,2,2,2,2,,2,,1,1200,2,,2,,2
717669,2,2,2,,,,2,2,2,2,2,,2,,2,,2,,2,,2
717809,2,2,2,2,,,2,2,2,2,2,2,2,,1,500,2,,2,,2
717900,2,2,,,,,2,2,2,2,,,2,,1,1000,2,,2,,2
718006,2,,,,,,2,,,,,,2,,2,,2,,2,,2
718115,,,1,,,,2,2,2,,,,2,,1,200,2,,2,,2
718506,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
718674,1,,,,,,2,2,,,,,2,,1,1000,1,500,2,,2
718764,2,2,,,,,2,2,,,,,2,,1,600,1,550,2,,2
718772,,2,2,,,,2,1,1,,,,2,,1,2500,1,600,2,,2
718832,2,,,,,,2,2,,,,,2,,1,1200,2,,2,,2
719571,2,2,2,2,,,2,2,2,2,,,2,,1,1000,2,,2,,2
719611,,,,,,,2,2,,,,,2,,1,450,1,100,2,,2
719613,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
719656,2,2,2,2,,,2,2,2,2,,,2,,1,450,2,,2,,2
719666,2,,,,,,2,,,,,,2,,1,450,2,,2,,2
719763,,2,2,,,,2,2,2,,,,2,,1,1000,2,,2,,2
719840,1,2,2,2,,,2,2,2,2,,,2,,1,500,2,,2,,2
720117,1,2,2,2,,,1,2,2,2,,,2,,2,,2,,2,,2
720209,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
720416,,2,,,,,2,2,,,,,2,,1,450,2,,2,,2
720603,2,2,2,,,,2,2,2,2,2,2,2,,2,,2,,2,,2
720634,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
720889,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
721548,,1,,,,,2,2,,,,,1,0,1,700,2,,2,,1
721843,,,,,,,2,2,,,,,2,,1,450,2,,2,,2
721871,2,2,2,,,,2,2,2,,,,1,120,1,2000,1,100,2,,2
722141,2,2,2,2,,,2,2,2,2,,,2,,1,1400,2,,2,,2
722259,,,,,,,2,2,,,,,2,,1,400,1,130,2,,2
722310,,,,,,,1,2,,,,,2,,1,1000,1,120,2,,2
722331,,,,,,,2,2,,,,,2,,1,360,1,300,2,,2
722518,2,2,2,,,,2,1,2,2,,,2,,1,600,1,200,2,,2
723200,,,,,,,2,2,,,,,2,,2,,2,,2,,2
723207,2,2,,,,,2,2,,,,,2,,1,680,2,,2,,2
723666,,,,,,,2,2,,,,,2,,1,1500,1,400,2,,1
724211,,,,,,,2,,,,,,2,,2,,2,,2,,2
724213,2,,,,,,2,,,,,,2,,1,300,2,,2,,2
724509,,2,,,,,2,2,,,,,2,,1,330,2,,2,,2
724523,2,,,,,,2,,,,,,2,,2,,2,,2,,2
724543,2,,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
724635,1,2,,,,,1,2,,,,,2,,2,,2,,2,,2
724899,2,,,,,,2,2,,,,,2,,1,1500,2,,2,,2
725236,,,,,,,2,,,,,,2,,2,,1,300,2,,2
725701,,,,,,,2,,,,,,2,,1,350,2,,2,,1
725716,2,2,,,,,1,2,2,,,,2,,1,1300,2,,2,,2
725726,2,,,,,,2,,,,,,2,,2,,2,,2,,2
726553,2,2,2,2,,,2,2,2,2,,,1,600,1,1000,1,150,2,,2
726906,2,2,2,2,,,2,2,2,2,,,2,,1,350,2,,2,,2
726932,,,,,,,2,,,,,,2,,2,,2,,2,,2
727039,1,2,,,,,2,2,2,2,,,1,3600,1,400,1,380,2,,2
727160,,2,,,,,2,2,,,,,2,,1,300,2,,2,,2
727477,2,2,2,2,,,2,2,2,2,2,,2,,2,,2,,2,,2
728306,,,,,,,2,2,,,,,2,,1,300,1,200,2,,2
728493,,,,,,,2,,,,,,2,,1,450,2,,2,,2
730333,1,,,,,,2,,,,,,2,,1,350,2,,2,,2
730402,2,2,2,,,,2,2,2,,,,2,,1,1500,1,400,2,,2
730430,2,2,2,,,,2,2,2,,,,2,,1,1300,1,450,2,,2
730807,2,2,,,,,2,2,,,,,2,,1,440,2,,2,,2
730876,2,2,2,,,,1,2,2,,,,2,,1,400,2,,2,,2
730939,2,,,,,,2,,,,,,2,,2,,2,,2,,2
732013,2,2,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
732466,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
733216,,,2,2,,,2,2,2,2,,,2,,1,1000,2,,2,,2
733351,2,,,,,,2,2,,,,,2,,1,600,2,,2,,2
733363,2,1,,,,,2,2,2,,,,2,,1,760,2,,2,,2
733605,,,,,,,2,,,,,,2,,1,420,1,220,2,,2
733713,2,,,,,,2,,,,,,2,,2,,2,,2,,2
733755,,2,,,,,2,2,,,,,2,,1,1500,2,,2,,2
734264,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
735005,2,,,,,,2,,,,,,2,,1,200,2,,2,,2
735143,1,1,2,2,,,2,2,2,2,,,2,,1,1000,1,300,2,,2
735401,1,1,,,,,2,2,2,2,,,1,500,1,1300,2,,2,,2
735436,,,,,,,2,,,,,,2,,2,,2,,2,,2
735621,2,2,2,2,2,,2,2,2,2,2,,2,,1,2200,1,200,2,,2
735659,,,1,,,,1,2,2,,,,1,600,2,,2,,2,,2
735677,,2,,,,,2,1,,,,,2,,1,400,2,,2,,2
736010,,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
736011,,,,,,,2,2,,,,,2,,1,420,2,,2,,2
736034,,,2,,,,2,2,2,,,,2,,1,500,2,,2,,2
736206,2,2,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
736212,,,,,,,2,2,,,,,2,,2,,2,,2,,2
736917,1,1,2,2,,,1,2,2,2,2,,1,200,1,800,1,100,1,200,2
736935,1,2,2,,,,1,2,2,,,,1,200,1,370,1,180,2,,2
736939,,,,,,,2,,,,,,2,,2,,2,,2,,2
736957,2,2,2,,,,2,2,2,2,,,1,200,1,250,2,,2,,2
737939,,,,,,,2,,,,,,2,,2,,2,,2,,2
800003,1,,,,,,2,2,2,,,,2,,1,600,1,80,2,,2
800010,2,2,,,,,2,2,2,2,,,2,,1,800,1,300,2,,2
800135,2,,,,,,2,2,,,,,2,,1,500,2,,2,,2
800416,2,2,2,,,,2,2,2,2,,,2,,1,350,2,,2,,2
800464,2,2,2,2,,,2,2,2,2,,,2,,1,850,2,,2,,2
800569,,1,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
800702,2,2,2,,,,1,2,2,2,,,2,,1,580,1,240,2,,2
800705,,2,,,,,2,2,,,,,2,,1,640,2,,2,,2
800884,2,,,,,,2,,,,,,2,,2,,2,,2,,2
800901,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
801104,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
801202,2,2,2,2,,,2,2,2,2,,,2,,1,700,2,,2,,2
801221,2,2,2,,,,2,2,2,,,,2,,1,680,2,,2,,2
801279,2,2,,,,,2,2,,,,,2,,1,650,2,,2,,2
801486,2,2,2,,,,2,2,2,,,,2,,1,2000,2,,2,,2
801541,2,2,2,2,,,2,2,2,2,2,,2,,1,1300,2,,2,,2
801878,,,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
801955,2,2,2,,,,2,2,2,2,,,2,,1,350,2,,2,,2
801972,2,2,,,,,2,2,,,,,2,,1,1280,2,,2,,2
802349,2,2,,,,,2,2,2,,,,2,,1,600,2,,2,,2
802595,,,,,,,2,,,,,,2,,2,,1,120,2,,2
802905,1,2,2,,,,1,1,2,,,,2,,1,1000,2,,2,,2
803483,1,2,,,,,2,2,,,,,2,,1,2100,1,500,2,,2
803526,2,2,2,,,,2,2,2,2,,,2,,1,1000,2,,2,,2
803566,2,,,,,,2,2,,,,,2,,1,500,2,,2,,2
803661,,2,,,,,2,2,,,,,2,,1,1000,1,600,2,,2
804209,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
804515,,,,,,,2,,,,,,2,,2,,2,,2,,2
804534,1,,,,,,2,,,,,,2,,2,,1,160,2,,2
804720,2,2,2,2,2,,2,2,2,2,2,,2,,2,,2,,2,,2
805179,2,,,,,,2,,,,,,2,,2,,2,,2,,2
805189,2,,,,,,2,,,,,,2,,2,,2,,2,,2
805227,,2,,,,,2,2,,,,,2,,1,750,2,,2,,2
805264,2,2,,,,,2,2,,,,,2,,1,900,1,130,1,112,2
805330,,,,,,,2,2,,,,,2,,1,700,2,,2,,2
805435,2,2,2,,,,2,2,2,2,,,2,,2,,2,,2,,2
805449,2,,2,,,,2,2,2,,,,2,,2,,2,,2,,2
805475,2,2,,,,,2,2,2,,,,2,,2,,2,,2,,2
805556,,,,,,,2,,,,,,2,,1,300,2,,2,,2
805719,,,,,,,2,,,,,,2,,1,550,2,,2,,2
806339,,,,,,,2,,,,,,2,,1,400,2,,2,,2
806540,,,,,,,2,2,,,,,2,,1,700,1,320,1,170,2
806560,1,2,,,,,2,2,,,,,2,,1,580,2,,2,,2
806563,2,1,2,,,,2,2,2,2,2,,2,,1,1200,2,,2,,2
806583,2,2,2,2,,,2,2,2,2,,,2,,1,1300,2,,2,,2
806586,2,,,,,,2,,,,,,2,,2,,1,140,2,,2
806650,,2,,,,,2,2,,,,,2,,1,600,1,150,2,,2
807054,2,2,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
807146,2,2,2,,,,2,2,2,,,,1,260,1,1400,1,350,2,,2
807165,,,,,,,2,2,,,,,1,300,1,750,2,,2,,2
807255,2,2,2,2,,,2,2,2,2,,,2,,1,300,2,,2,,2
807303,,,,,,,1,1,,,,,2,,1,500,1,200,2,,1
807625,2,,,,,,2,,,,,,2,,2,,2,,2,,2
808122,2,,,,,,1,,,,,,2,,1,500,2,,2,,2
808169,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
808182,,2,,,,,2,2,,,,,2,,1,900,2,,2,,2
809285,,2,,,,,2,2,,,,,1,1600,1,600,1,600,2,,2
809488,1,2,2,2,,,1,2,2,2,,,2,,1,600,1,720,2,,2
809918,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
810104,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
810855,2,,,,,,2,,,,,,2,,1,800,1,350,2,,2
811793,2,,2,,,,2,2,2,,,,2,,1,1800,1,320,2,,2
811807,,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
811952,2,,,,,,2,,,,,,2,,1,350,2,,2,,2
812006,,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
812015,2,2,2,,,,2,2,2,,,,2,,1,350,2,,2,,2
812794,1,2,,,,,2,1,2,,,,2,,1,350,2,,2,,2
812849,,2,2,,,,2,2,2,,,,2,,1,50,1,200,2,,2
813109,,,,,,,2,2,,,,,2,,1,1600,1,450,2,,2
813246,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
813283,,,,,,,2,2,,,,,2,,1,900,2,,2,,1
813349,,2,,,,,2,2,,,,,2,,1,440,2,,2,,2
813379,2,,,,,,2,,,,,,2,,1,350,2,,2,,2
813686,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
813713,,,,,,,2,,,,,,2,,1,120,1,120,2,,2
813729,2,2,2,,,,2,2,2,,,,1,240,1,300,2,,2,,2
813912,2,2,2,2,2,,2,2,2,2,2,,2,,1,1200,1,140,2,,2
814098,2,,,,,,2,,,,,,1,2000,1,1000,2,,2,,2
814103,2,2,,,,,2,2,,,,,1,3400,1,600,2,,2,,2
814466,,,,,,,2,,,,,,2,,1,600,1,50,2,,1
814532,1,,,,,,2,2,,,,,2,,1,1050,1,850,2,,2
814546,,,,,,,2,,,,,,2,,1,800,2,,2,,2
814586,,,,,,,2,1,,,,,2,,1,700,1,400,2,,2
814889,1,1,,,,,1,1,2,2,,,1,168,1,520,1,720,1,180,2
815135,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
815291,2,,,,,,2,2,,,,,2,,1,750,2,,2,,2
815415,,,,,,,2,,,,,,1,350,1,500,2,,2,,2
815465,,,,,,,2,2,,,,,2,,1,340,2,,2,,2
815960,,2,2,2,,,2,2,2,2,,,2,,1,2400,2,,2,,2
816001,,,2,,,,2,2,2,,,,2,,1,500,2,,2,,2
816196,2,,,,,,2,,,,,,2,,2,,2,,2,,2
816249,2,2,2,,,,2,2,2,2,2,2,2,,1,800,2,,2,,2
816383,2,2,2,,,,2,2,2,2,,,2,,2,,2,,2,,2
816433,2,2,2,,,,2,2,2,,,,2,,1,900,2,,2,,2
816827,2,2,2,,,,1,2,2,,,,2,,1,3000,2,,2,,2
816839,,,2,,,,2,2,2,,,,2,,1,1500,2,,2,,2
816847,,1,2,,,,2,2,2,,,,2,,1,2000,2,,2,,2
816897,2,2,2,,,,2,2,2,,,,2,,1,650,2,,2,,2
816919,2,2,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
817160,2,2,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
817180,2,2,2,,,,2,1,2,,,,2,,1,1000,2,,2,,2
817276,,,,,,,2,,,,,,2,,1,400,2,,2,,2
817402,,,,,,,2,,,,,,2,,2,,2,,2,,2
817487,,2,,,,,2,2,,,,,2,,1,400,2,,2,,2
817675,2,,,,,,2,,,,,,2,,2,,2,,2,,2
817742,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
817747,,,,,,,2,,,,,,2,,2,,2,,2,,2
817749,2,,,,,,2,,,,,,2,,2,,2,,2,,2
817967,2,2,2,,,,2,2,2,2,,,2,,2,,2,,2,,2
818064,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
818290,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
818425,,,,,,,2,2,,,,,2,,1,478,1,370,2,,2
818640,2,2,,,,,2,2,,,,,2,,1,350,2,,2,,2
819010,2,2,,,,,2,2,,,,,2,,1,650,2,,2,,2
819031,,,,,,,2,,,,,,2,,2,,2,,2,,2
819156,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
819330,,2,,,,,2,2,,,,,1,600,1,700,1,400,2,,2
819350,,,2,,,,2,2,2,,,,2,,1,1000,1,400,2,,2
819433,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
819575,2,2,,,,,1,2,2,2,2,,2,,1,1500,1,550,1,800,1
819653,,,,,,,2,2,,,,,2,,1,600,2,,2,,2
819972,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
820115,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
820171,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
820465,,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
820606,,2,,,,,2,2,,,,,1,300,1,1000,2,,2,,1
820675,2,2,2,2,,,2,2,2,2,,,2,,1,250,2,,2,,2
820697,2,2,,,,,2,2,2,2,,,2,,1,600,1,75,2,,2
820718,,,,,,,2,,,,,,2,,2,,2,,2,,2
821008,1,2,2,,,,2,2,2,,,,1,650,1,940,1,150,2,,2
821727,,2,2,2,,,2,2,2,2,,,2,,1,2000,2,,2,,2
821789,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
821844,1,,,,,,1,,,,,,1,500,2,,2,,2,,2
822033,,,,,,,1,2,,,,,2,,1,1500,2,,2,,2
822266,2,2,,,,,2,2,,,,,2,,1,400,2,,2,,2
822398,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
822408,,,1,,,,2,2,2,,,,2,,1,800,2,,2,,2
822530,2,,,,,,2,,,,,,2,,1,290,2,,2,,2
823046,,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
823250,2,2,2,2,,,1,2,2,2,,,2,,1,1000,1,80,2,,2
823258,1,2,2,2,,,1,2,2,2,,,1,200,1,1100,2,,2,,1
823338,,,1,,,,1,2,2,,,,2,,1,950,1,850,2,,2
823488,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
823506,2,2,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
823524,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
823993,,,,,,,1,,,,,,2,,1,500,1,250,2,,2
824302,,,,,,,2,,,,,,2,,2,,2,,2,,2
824637,,,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
824730,2,,,,,,2,,,,,,2,,2,,2,,2,,2
824734,,2,2,,,,2,2,2,,,,2,,1,350,2,,2,,2
824735,2,,,,,,2,,,,,,2,,1,550,2,,2,,1
824808,2,2,2,,,,1,1,2,,,,2,,1,800,2,,2,,2
824824,2,2,,,,,2,2,2,2,,,2,,1,700,2,,2,,2
824887,,,,,,,2,,,,,,2,,2,,2,,2,,2
824891,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
825889,2,2,,,,,2,2,2,,,,2,,1,400,2,,2,,2
825977,,,,,,,1,1,,,,,2,,2,,2,,2,,2
826006,2,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
826115,,2,1,,,,2,2,2,,,,2,,2,,2,,2,,2
826132,2,,,,,,2,2,2,,,,2,,1,900,2,,2,,2
826234,2,2,2,,,,2,2,2,,,,2,,1,1200,2,,2,,2
826248,,,,,,,1,1,,,,,2,,1,1200,1,800,2,,2
826307,,,,,,,2,,,,,,2,,1,500,2,,2,,2
826362,2,2,2,2,,,2,2,2,2,,,2,,1,500,2,,2,,2
826456,2,1,,,,,2,2,2,2,,,2,,1,1400,1,900,2,,1
826744,2,2,2,,,,2,2,2,,,,2,,1,1000,1,10,2,,2
827146,2,,,,,,2,,,,,,2,,2,,2,,2,,2
827188,,2,2,1,,,2,2,2,2,,,2,,1,1400,2,,2,,2
827386,,,,,,,2,,,,,,2,,1,250,2,,2,,2
827457,2,2,2,,,,2,2,2,2,,,1,1300,1,1600,1,250,2,,2
827578,2,,,,,,2,,,,,,2,,2,,2,,2,,2
827639,,,,,,,2,,,,,,2,,1,580,2,,2,,2
827847,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
850013,2,,,,,,2,,,,,,1,250,1,450,2,,2,,2
851025,,2,2,2,2,,2,2,2,2,2,,2,,1,1200,2,,2,,2
851151,,2,,,,,2,2,,,,,2,,1,440,2,,2,,2
851172,2,2,2,2,,,2,2,2,2,,,1,100,1,900,1,600,2,,2
851493,,,,,,,2,2,,,,,2,,1,430,1,360,2,,2
851504,,,,,,,2,2,,,,,2,,1,400,2,,2,,2
851627,,,,,,,2,,,,,,2,,2,,2,,2,,2
851672,,,,,,,2,2,,,,,2,,2,,2,,2,,2
851693,,,,,,,2,,,,,,2,,2,,1,400,2,,2
851703,2,2,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
851874,2,2,,,,,2,2,,,,,2,,1,700,2,,2,,2
851937,,,,,,,2,,,,,,2,,1,383,2,,2,,2
851968,2,2,2,2,,,2,2,2,2,,,2,,1,1500,2,,2,,2
852021,,2,,,,,2,2,,,,,2,,1,380,2,,2,,2
852070,1,2,2,2,,,2,2,2,2,,,2,,1,800,2,,2,,2
852130,,,,,,,2,2,,,,,2,,1,900,2,,2,,2
852140,2,2,,,,,2,2,2,2,,,2,,1,1000,2,,2,,2
852283,2,2,2,2,,,2,2,2,2,2,,2,,2,,2,,2,,2
852554,,,,,,,2,,,,,,2,,1,400,1,230,2,,2
852574,,2,1,,,,2,2,2,,,,2,,1,450,1,200,2,,2
853279,,,,,,,2,,,,,,2,,1,600,2,,2,,2
853318,2,2,,,,,2,2,,,,,2,,1,900,2,,2,,2
853352,,,,,,,2,2,,,,,2,,1,160,1,100,2,,2
853569,2,,2,2,,,2,2,2,2,,,2,,1,600,2,,2,,2
853875,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
854112,2,,,,,,1,,,,,,2,,2,,2,,2,,2
854163,,,,,,,2,2,,,,,2,,1,800,2,,2,,2
854306,,,,,,,2,2,,,,,2,,1,740,1,250,2,,1
854346,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
854393,2,,,,,,2,,,,,,2,,2,,2,,2,,2
854406,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
854554,2,,,,,,2,,,,,,2,,2,,2,,2,,2
854559,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
854593,2,2,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
854714,,,,,,,2,2,,,,,2,,1,400,2,,2,,2
854730,1,2,2,,,,1,2,2,,,,2,,1,800,1,150,2,,2
854858,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
854970,,,,,,,2,,,,,,2,,2,,2,,2,,2
855035,,,1,,,,2,1,2,,,,1,350,1,400,2,,2,,2
855111,2,2,2,2,,,2,2,2,2,,,2,,1,720,2,,2,,2
855135,2,2,2,,,,2,2,2,,,,2,,1,1200,2,,2,,2
855238,2,,,,,,2,2,,,,,2,,1,240,2,,2,,2
855259,,,,,,,1,1,,,,,2,,1,900,1,760,2,,2
855268,2,,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
855295,,,,,,,2,,,,,,2,,2,,2,,2,,2
855344,2,,,,,,1,1,,,,,2,,1,800,1,700,2,,2
855371,,,2,,,,2,2,2,,,,2,,1,350,2,,2,,2
855376,1,2,,,,,2,2,,,,,2,,2,,1,150,2,,2
855417,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
855534,,,,,,,2,2,,,,,2,,1,400,2,,2,,2
855790,,,,,,,2,2,,,,,2,,1,750,2,,2,,2
855792,,,,,,,2,2,,,,,2,,1,750,2,,2,,2
855809,2,2,,,,,2,2,,,,,2,,1,450,2,,2,,2
855839,2,2,2,,,,2,2,2,2,,,2,,1,500,2,,2,,2
856128,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
856150,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
856177,,,,,,,2,2,,,,,2,,1,1300,2,,2,,1
856297,1,1,2,,,,2,2,2,2,,,2,,1,2000,1,500,2,,2
856327,,,,,,,2,,,,,,2,,1,300,2,,2,,2
856674,,,,,,,2,2,,,,,1,500,2,,2,,2,,2
856759,2,,,,,,2,,,,,,2,,1,800,1,200,2,,2
856963,,,,,,,2,,,,,,2,,2,,2,,2,,2
857044,2,,,,,,2,,,,,,2,,2,,2,,2,,2
857107,2,2,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
857273,1,2,2,2,2,,2,2,2,2,2,,2,,2,,2,,2,,2
857398,2,,,,,,2,2,,,,,2,,1,370,1,240,2,,2
857466,1,1,,,,,2,2,,,,,2,,1,1000,2,,2,,2
857467,2,2,2,,,,2,2,2,,,,2,,1,1100,2,,2,,2
857621,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
857670,,,,,,,2,,,,,,2,,2,,2,,2,,2
857718,,,,,,,2,,,,,,2,,2,,2,,2,,2
858214,2,2,,,,,2,2,2,2,,,2,,2,,2,,2,,2
858474,,,,,,,2,,,,,,2,,2,,2,,2,,2
858481,,,,,,,2,,,,,,2,,2,,2,,2,,2
858534,1,2,,,,,2,2,2,2,2,,2,,1,1200,2,,2,,2
858712,2,2,2,2,,,2,2,2,2,,,2,,1,450,2,,2,,2
859360,2,2,,,,,2,2,2,2,2,,2,,1,400,2,,2,,2
859449,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
859459,2,2,2,2,,,2,2,2,2,,,2,,1,1200,1,100,2,,2
859507,2,2,2,2,,,2,2,2,2,2,,2,,1,460,2,,2,,2
859573,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
859592,2,2,2,,,,2,2,2,,,,2,,1,1500,2,,2,,2
859616,2,,,,,,2,,,,,,2,,1,650,2,,2,,2
859696,2,,,,,,2,,,,,,2,,2,,2,,2,,2
859908,,,,,,,2,,,,,,2,,1,450,2,,2,,2
859920,2,2,2,,,,2,2,2,2,2,,2,,1,350,2,,2,,2
860095,1,,,,,,2,,,,,,2,,2,,2,,2,,2
860127,1,2,,,,,1,2,,,,,1,60,1,800,1,400,2,,1
