NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,ASPVALABIT1,ASPVALABIT2,ASPVALABIT3,ASPVALABIT4,ASPVALABIT5,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,FMUTRIF,MUTUOE,MUTUORIF,REAPMUT,MUTUOR3,MUTUOE3,REAPMUT3,MUTUORIC,MUTUORIC3,DOCSEZD
38095,1985,1,1,,1985,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,400,,105,1985,1,70000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
38106,1950,1,1,,1978,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,1000,,90,1950,1,160000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
38316,1987,1,1,,1987,1,1,0,0,0,0,0,0,0,2,50000,,,,,,,,800,,150,1987,2,220000,0,0,60,40,0,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
38877,1980,2,,,,,,,,,,,,,,,,,400,2,2,,3,,2,110,1972,2,130000,25,10,10,20,35,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
38885,1973,1,1,,1970,1,0,0,0,0,0,0,0,0,5,5000,,,,,,,,500,,130,1970,1,120000,0,0,100,0,0,1,1,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
38939,1982,1,1,,1982,1,1,0,0,0,0,0,0,0,1,35000,,,,,,,,600,,130,1980,2,250000,0,0,100,0,0,2,,2,,2,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
38940,1976,1,1,,1975,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,400,,125,1972,2,150000,0,0,0,0,100,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,1,3,3,2,,,,,,2
39056,2000,1,1,,2000,0,1,0,0,0,0,0,0,0,3,150000,,,,,,,,800,,130,1960,1,150000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
39086,1970,1,1,,1970,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,500,,110,1920,2,150000,0,0,100,0,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
39095,1986,5,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,600,,134,1973,2,200000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
39218,1970,1,1,,1970,1,0,0,0,0,0,0,0,0,2,10000,,,,,,,,800,,200,1970,2,200000,0,10,90,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
39227,1965,1,1,,1965,1,1,0,0,0,0,0,0,0,2,10000,,,,,,,,800,,120,1965,2,250000,0,0,50,50,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
39317,1990,1,1,,1992,0,1,0,0,0,0,0,0,0,2,30000,,,,,,,,350,,100,1920,2,150000,10,10,60,10,10,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
39318,2010,1,1,,2008,1,0,0,0,0,0,0,0,0,3,50000,,,,,,,,500,,155,1940,2,400000,5,5,5,5,80,1,1,1,2,1,1,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
39488,1971,1,1,,1971,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,700,,130,1970,1,150000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1
39697,1992,1,1,,1991,1,1,0,0,0,0,0,0,0,1,120000,,,,,,,,650,,105,1973,2,230000,0,0,40,50,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
50231,2019,1,1,,2019,0,1,1,0,0,0,0,0,0,1,60000,,,,,,,,350,,100,2018,2,90000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
51363,1963,1,2,33,1969,1,0,0,0,0,0,0,0,0,3,1000,2,,,,,,,100,,100,1930,2,60000,0,100,0,0,0,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
51544,2007,1,1,,2007,1,0,0,0,0,0,0,0,0,3,50000,,,,,,,,500,,125,1965,1,250000,0,0,100,0,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
51895,1968,1,1,,1966,1,0,0,0,0,0,0,0,0,5,40000,,,,,,,,800,,100,1966,1,400000,0,25,50,25,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
52700,1981,1,1,,1982,1,0,0,0,0,0,0,0,0,1,24000,,,,,,,,400,,80,1969,1,120000,10,20,40,15,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
52718,1984,1,1,,1984,1,0,0,0,0,0,0,0,0,5,10000,,,,,,,,500,,100,1980,1,200000,5,5,5,5,80,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
52736,1976,1,1,,1965,1,0,0,0,0,0,0,0,0,1,45000,,,,,,,,450,,140,1957,1,140000,20,20,20,20,20,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
53086,1989,2,,,,1,0,0,0,0,0,0,0,0,,,,,300,1,2,,3,,2,40,1970,1,45000,0,0,100,0,0,1,1,2,,1,1,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
53202,1971,1,1,,1975,1,0,0,0,0,0,0,0,0,2,25000,,,,,,,,500,,200,1970,2,180000,30,20,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
53234,1980,1,1,,1980,1,1,0,0,0,0,0,0,0,1,20000,,,,,,,,500,,125,1975,2,200000,0,0,50,50,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
53373,1982,1,1,,1956,1,0,0,0,0,0,0,0,0,3,250000,,,,,,,,700,,84,1956,1,300000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
53380,1955,4,,,,,,,,,,,,,,,,,,,,,1,600,,80,1948,1,150000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
53552,2001,2,,,,1,0,0,0,0,0,0,0,0,,,,,73,4,1,300,4,,2,52,1955,1,55000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
53564,1980,1,1,,1980,1,0,0,0,0,0,0,0,0,3,225000,,,,,,,,600,,180,1980,2,300000,10,10,30,25,25,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
53997,1980,1,1,,1980,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,600,,120,1934,2,300000,20,30,30,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
55147,1962,1,1,,1958,0,1,0,0,0,0,0,0,0,5,200000,,,,,,,,400,,65,1958,1,300000,20,20,20,20,20,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
55425,1969,2,,,,1,0,0,0,0,0,0,0,0,,,,,30,4,1,200,4,,2,78,1958,1,60000,30,70,0,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
55636,1999,1,1,,1996,1,1,0,0,0,0,0,0,0,5,500000,,,,,,,,500,,400,1996,2,400000,0,10,90,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,,4,2,2,,2,,2,,,,,2,,,2,2,2
55774,1980,1,1,,1967,1,0,0,0,0,0,0,0,0,5,25000,,,,,,,,400,,100,1967,2,100000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
56251,1965,1,1,,2020,1,0,0,0,0,0,0,0,0,3,30000,,,,,,,,300,,30,1800,1,30000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
56563,1995,1,1,,1995,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,300,,80,1995,1,80000,20,20,60,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
56582,1983,1,1,,1981,1,1,0,0,0,0,0,0,0,1,10000,,,,,,,,400,,110,1900,2,130000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
56603,1990,1,1,,1991,1,0,0,0,0,0,0,0,0,3,200000,,,,,,,,400,,140,1960,2,170000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
56658,1964,1,1,,2019,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,600,,90,1958,2,70000,0,0,0,0,100,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
56677,1966,1,1,,1966,1,1,0,0,0,0,0,0,0,5,20000,,,,,,,,1300,,280,1966,2,300000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
56721,1981,1,1,,1981,0,1,0,0,0,0,0,0,0,5,100000,,,,,,,,450,,120,1978,2,150000,0,0,100,0,0,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
56761,1969,1,1,,1969,1,1,0,0,0,0,0,0,0,5,10000,,,,,,,,1000,,200,1969,2,500000,30,30,20,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
56762,1975,1,1,,1975,1,0,0,0,0,0,0,0,0,5,8000,,,,,,,,500,,100,1975,1,150000,80,20,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
57042,1970,1,1,,1970,1,0,0,0,0,0,0,0,0,3,20000,,,,,,,,200,,60,1968,1,60000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
57138,1990,1,1,,1991,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,600,,160,1970,2,150000,50,50,0,0,0,1,3,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
57621,1993,4,,,,,,,,,,,,,,,,,,,,,1,1000,,135,1984,2,200000,0,0,20,60,20,2,,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,,1,2,2,,2,,1,2,1,,,,,,,,2
57670,1978,1,1,,1978,1,0,0,0,0,0,0,0,0,3,130000,,,,,,,,800,,110,1957,2,370000,0,0,20,80,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,4,,2,2,,2,,2,,,,,2,,,2,2,2
57779,2000,1,1,,2000,1,0,0,0,0,0,0,0,0,5,500000,,,,,,,,1000,,160,1984,2,1200000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
57962,1983,1,1,,1983,1,0,0,0,0,0,0,0,0,3,140000,,,,,,,,900,,70,1800,1,320000,0,0,20,60,20,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
60078,1984,1,1,,1983,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,500,,100,1950,2,200000,20,30,30,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
91071,1995,1,1,,1995,1,1,0,0,0,0,0,0,0,1,110000,,,,,,,,500,,90,1900,1,150000,0,0,50,50,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
91079,1995,5,,,,,,,,,,,,,,,,,,,,,1,250,,95,1902,1,60000,0,50,50,0,0,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
91081,2000,1,1,,2000,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,400,,100,2000,2,250000,30,50,10,10,0,2,,1,1,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
91095,2000,1,1,,1990,1,0,0,0,0,0,0,0,0,2,100000,,,,,,,,750,,100,1950,2,500000,0,0,100,0,0,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
111052,1970,1,1,,1970,1,1,0,0,0,0,0,0,0,1,6000,,,,,,,,350,,80,1969,1,120000,0,25,25,0,50,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
145007,1981,1,1,,1981,0,1,0,0,0,0,0,0,0,3,200000,,,,,,,,1000,,110,1960,2,400000,0,0,100,0,0,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
178001,1984,2,,,,1,0,0,0,0,0,0,0,0,,,,,490,1,2,,2,,2,67,1950,1,120000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,1,,,,,,,,2
213440,1990,1,1,,1990,1,1,0,0,0,0,0,0,0,1,160000,,,,,,,,600,,80,1900,1,175000,25,25,20,15,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
224048,1964,2,,,,1,0,0,0,0,0,0,0,0,,,,,480,1,2,,2,,2,80,1961,1,200000,0,20,80,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
230029,1980,1,1,,1979,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,300,,50,1979,1,100000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
230037,1985,1,1,,1985,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,350,,130,1950,2,130000,0,100,0,0,0,1,1,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
237003,1978,1,1,,1978,0,1,0,0,0,0,0,0,0,4,60000,,,,,,,,400,,140,1950,2,170000,0,100,0,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
244013,1980,1,1,,1980,1,1,0,0,0,0,0,0,0,5,40000,,,,,,,,450,,150,1980,2,160000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
244058,1995,1,1,,1995,1,1,0,0,0,0,0,0,0,3,60000,,,,,,,,300,,120,1960,2,130000,90,10,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
250005,1968,1,1,,1968,0,1,0,0,0,0,0,0,0,3,50000,,,,,,,,200,,150,1960,2,100000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
250010,2018,2,,,,,,,,,,,,,,,,,200,3,1,200,2,,2,80,1950,1,40000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
250039,1976,1,1,,1976,1,0,0,0,0,0,0,0,0,3,75000,,,,,,,,200,,110,1974,1,75000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
282083,2011,2,,,,1,0,0,0,0,0,0,0,0,,,,,400,1,2,,2,,2,60,1950,1,160000,0,20,60,20,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
282089,1979,1,1,,1978,1,1,0,0,0,0,0,0,0,5,100000,,,,,,,,450,,130,1978,2,180000,0,20,40,40,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
284086,1983,1,1,,1983,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,350,,90,1970,1,80000,25,25,25,25,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
310002,1965,1,1,,1965,1,0,0,0,0,0,0,0,0,1,4000,,,,,,,,450,,100,1940,2,150000,0,20,50,10,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
310005,1977,1,1,,1977,1,0,0,0,0,0,0,0,0,1,15000,,,,,,,,400,,80,1954,1,80000,0,0,50,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
321009,1965,4,,,,,,,,,,,,,,,,,,,,,1,400,,75,1962,2,190000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
333081,1982,1,1,,1981,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,600,,150,1970,2,240000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
365034,1972,3,1,,1982,1,0,0,0,0,0,0,0,0,1,22000,,,,,,,,250,,80,1950,1,160000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
387029,1981,1,1,,1980,1,1,0,0,0,0,0,0,0,1,29000,,,,,,,,600,,145,1976,2,250000,0,0,0,80,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
389084,1985,2,,,,,,,,,,,,,,,,,100,4,1,350,4,,2,80,1980,1,60000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,1,1,2,,2,,2,,2,,,2,2,2,,2,,2,,,,,2,,,2,2,2
500001,1966,1,1,,2019,1,0,0,0,0,0,0,0,0,3,40000,,,,,,,,250,,70,1920,1,50000,15,15,20,20,30,1,2,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
500090,1969,1,1,,1969,1,1,0,0,0,0,0,0,0,5,30000,,,,,,,,900,,85,1967,2,230000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
500176,1976,1,1,,2009,1,1,0,0,0,0,0,0,0,1,55000,,,,,,,,75,,85,1975,1,65000,0,0,10,20,70,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,1,1,,2,2,2
500669,1997,1,1,,1997,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,450,,90,1997,1,180000,0,0,100,0,0,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
500674,1970,1,1,,2002,1,0,0,0,0,0,0,0,0,3,90000,,,,,,,,350,,95,1800,1,85000,0,0,0,100,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1
500726,1993,1,1,,1993,1,1,0,0,0,0,0,0,0,5,150000,,,,,,,,400,,120,1991,2,200000,10,10,50,15,15,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,3,2,2,,2,,2,,,,,2,,,2,2,1
501068,2011,1,1,,2012,1,1,0,0,0,0,0,0,0,1,74000,,,,,,,,400,,80,1988,1,120000,20,20,20,20,20,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
501082,1995,1,1,,1995,1,1,0,0,0,0,0,0,0,1,125000,,,,,,,,550,,90,1964,1,200000,10,20,50,10,10,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,1,,2
501694,1977,2,,,,,,,,,,,,,,,,,120,4,1,450,4,,2,73,1800,1,80000,15,15,20,25,25,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
502060,1976,2,,,,1,0,0,0,0,0,0,0,0,,,,,200,4,1,450,4,,2,80,1976,1,120000,0,0,80,20,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
502355,1996,1,1,,1996,0,1,0,0,0,0,0,0,0,3,100000,,,,,,,,500,,90,1976,1,140000,10,20,30,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
502364,1967,4,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,300,,75,1965,1,150000,30,30,20,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
503560,2015,1,1,,2015,1,1,0,0,0,0,0,0,0,1,108000,,,,,,,,500,,75,1967,1,120000,0,0,100,0,0,2,,2,,2,,2,,2,,1,1,2,,1,2,2,,2,,2,,2,,1,1,2,2,,2,,2,,,,,2,,,2,2,2
503561,1983,1,1,,1982,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,600,,100,1982,2,300000,0,50,50,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
503593,1995,1,1,,2005,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,700,,71,1965,1,150000,0,0,0,0,100,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
503674,2015,1,1,,2000,0,1,0,0,0,0,0,0,0,3,250000,,,,,,,,700,,120,1924,2,250000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1
503788,1966,1,1,,1966,1,1,0,0,0,0,0,0,0,1,3500,,,,,,,,700,,90,1962,1,180000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
503931,1953,1,1,,2016,1,0,0,0,0,0,0,0,0,3,400000,,,,,,,,800,,100,1953,2,500000,0,0,100,0,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
504157,2004,1,1,,2004,1,0,0,0,0,0,0,0,0,1,42000,,,,,,,,400,,56,1962,1,70000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
504363,1979,2,,,,1,0,0,0,0,0,0,0,0,,,,,250,2,2,,4,,2,97,1979,2,80000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
504395,2003,1,1,,2003,1,1,0,0,0,0,0,0,0,1,190000,,,,,,,,1500,,180,1900,2,600000,0,0,50,50,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
504453,1990,1,1,,1988,0,1,0,0,0,0,0,0,0,5,150000,,,,,,,,500,,110,1975,2,180000,0,0,100,0,0,1,2,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,3,,2,2,,2,,1,1,1,,,,,,,,2
504584,1990,1,1,,1990,1,0,0,0,0,0,0,0,0,2,10000,,,,,,,,350,,90,1989,1,90000,50,50,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
504730,1971,1,1,,1971,1,1,0,0,0,0,0,0,0,1,15000,,,,,,,,500,,100,1971,2,120000,10,10,60,10,10,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
504792,1991,1,1,,1991,1,1,0,0,0,0,0,0,0,1,15000,,,,,,,,1500,,200,1920,2,400000,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
504889,1977,1,1,,1977,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,1500,,160,1977,2,600000,0,50,50,0,0,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
504921,2014,1,1,,2014,1,1,0,0,0,0,0,0,0,1,110000,,,,,,,,500,,90,2014,2,120000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
