NQUEST,TDEBITC,TDEBITD,TDEBITE,TDEBITF,TDEBITG,PFIMM,PFCONS,PFAZ,PFCARTE,PFCC,RATADEB_RES,RATADEB_AIMM,RATADEB_FAM,RATADEB_PROF,RATADEB,PFCOLL,PFNOCOLL
173,,,,,,0,,0,0,0,,,,,,0,0
633,,,,,,0,,0,0,0,,,,,,0,0
923,,,,,,0,,0,0,0,,,,,,0,0
2886,,,,,,0,,0,0,0,,,,,,0,0
3717,,,,80,,0,80,0,0,0,,,700,,700,0,80
5416,,,,,,0,,0,0,0,,,,,,0,0
7886,,,,,,0,,0,0,0,,,,,,0,0
20297,,,,,,59000,,0,0,0,,11232,,,11232,0,59000
20711,,,,,,0,,0,0,0,,,,,,0,0
22099,,,,,,0,,0,0,4578.8470695,,,,,,0,4578.8470695
22169,,,,,,0,,0,0,0,,,,,,0,0
22173,,,,,,0,,0,0,0,,,,,,0,0
22276,,,,,,0,,0,0,0,,,,,,0,0
22286,,,,,,0,,0,0,0,,,,,,0,0
22624,,,,,,0,,0,0,0,,,,,,0,0
22657,,,,,,0,,0,0,0,,,,,,0,0
23490,,,,,,0,,0,0,0,,,,,,0,0
23797,,,,36000,,0,36000,0,0,0,,,6000,,6000,36000,0
23821,,,,,,0,,0,0,0,,,,,,0,0
23823,,,,,,0,,0,0,0,,,,,,0,0
24147,,,,,,0,,0,0,0,,,,,,0,0
24809,,,,,,0,,0,0,0,,,,,,0,0
24853,,,,,,0,,0,0,0,,,,,,0,0
27114,,,,,,0,,0,0,0,,,,,,0,0
27116,,,,,,0,,0,0,0,,,,,,0,0
27238,,,,,,0,,0,0,0,,,,,,0,0
27730,,,,,,0,,0,1405.5531652,0,,,,,,0,1405.5531652
27734,,,,,,0,,0,0,0,,,,,,0,0
27739,,,,,,0,,0,0,0,,,,,,0,0
27742,,,,,,0,,0,0,0,,,,,,0,0
27912,,,,,,0,,0,0,0,,,,,,0,0
27923,,,,,,0,,0,0,0,,,,,,0,0
28992,,,,,,0,,0,0,0,,,,,,0,0
29140,,,,,,0,,0,0,0,,,,,,0,0
29678,,,,,,0,,0,0,0,,,,,,0,0
29680,,,,,,0,,0,0,0,,,,,,0,0
29737,,,,,,0,,0,0,0,,,,,,0,0
31093,,,,,,0,,0,0,0,,,,,,0,0
31220,,,,,,0,,0,0,0,,,,,,0,0
31221,,,,,,0,,0,0,0,,,,,,0,0
31625,,,,,,0,,0,0,0,,,,,,0,0
31652,,,,,,0,,0,0,0,,,,,,0,0
31695,,,,,,30000,,0,0,0,5400,,,,5400,30000,0
31724,,,,,,0,,0,0,0,,,,,,0,0
31757,,,,,,0,,0,0,0,,,,,,0,0
31860,,,,,,0,,0,0,0,,,,,,0,0
32057,,,,,,0,,0,0,0,,,,,,0,0
32190,,,,,,0,,0,0,0,,,,,,0,0
32320,,,,,,0,,0,0,0,,,,,,0,0
32471,,,,,,0,,0,0,0,,,,,,0,0
32524,,,,,,0,,0,0,0,,,,,,0,0
32556,,,,,,0,,0,0,0,,,,,,0,0
32729,15000,,,,,0,15000,0,0,5000,,,9600,,9600,15000,5000
32734,8280,,,,,0,8280,0,0,0,,,2760,,2760,0,8280
32765,,,,,,0,,0,0,0,,,,,,0,0
32772,,,,,,0,,0,0,0,,,,,,0,0
32822,,,,,,0,,0,0,0,,,,,,0,0
32839,,,,,,0,,0,0,0,,,,,,0,0
32861,,,,,,0,,0,0,0,,,,,,0,0
32887,,,,,,108000,,0,0,0,,15000,,,15000,108000,0
33036,,,,,,0,,0,0,0,,,,,,0,0
33038,,,,,,0,,0,0,0,,,,,,0,0
33275,,,,,,0,,0,0,0,,,,,,0,0
33303,,,,,,0,,0,0,0,,,,,,0,0
33335,,,,,,8000,,0,0,0,,3200,,,3200,0,8000
33451,,,,,,0,,0,0,0,,,,,,0,0
33479,,,,,,0,,0,0,0,,,,,,0,0
33839,,,,,,0,,0,0,0,,,,,,0,0
33882,,,,,,0,,0,0,0,,,,,,0,0
33937,,,,,,0,,0,0,0,,,,,,0,0
34252,,,,,,0,,0,0,0,,,,,,0,0
34778,,,,,,0,,0,0,0,,,,,,0,0
34825,,,,,,0,,0,0,0,,,,,,0,0
35022,,,,,,0,,0,0,0,,,,,,0,0
35234,,,,,,0,,0,0,0,,,,,,0,0
35322,,,,,,0,,0,0,0,,,,,,0,0
35323,,,,,,0,,0,0,0,,,,,,0,0
35340,,,,,,0,,0,0,0,,,,,,0,0
35372,,,,,,0,,0,0,0,,,,,,0,0
35379,,,,,,0,,0,0,0,,,,,,0,0
35640,,,,,,0,,0,0,0,,,,,,0,0
35682,,,,,,0,,0,0,0,,,,,,0,0
35788,,,,,,0,,0,0,0,,,,,,0,0
36130,,,,,,0,,0,0,0,,,,,,0,0
36186,,,,,,0,,0,0,0,,,,,,0,0
36250,,,,,,0,,0,0,0,,,,,,0,0
36321,,,,,,0,,0,0,0,,,,,,0,0
36333,,,,,,0,,0,0,0,,,,,,0,0
36403,,,,,,0,,0,0,0,,,,,,0,0
36409,3500,,,,,25000,3500,0,0,0,,0,4200,,4200,0,28500
36443,,,,,,0,,0,0,0,,,,,,0,0
36697,,,,,,0,,0,0,0,,,,,,0,0
36893,,,,,,0,,0,0,0,,,,,,0,0
37299,,,,,,0,,0,0,0,,,,,,0,0
37521,,,,,,5000,,0,0,0,1560,,,,1560,5000,0
37810,,,,,,0,,0,0,0,,,,,,0,0
38014,,,,,,0,,0,0,0,,,,,,0,0
38095,,,,,,0,,0,0,0,,,,,,0,0
38106,,,,,,0,,0,0,0,,,,,,0,0
38316,,,,,,0,,0,0,0,,,,,,0,0
38877,,,,,,0,,0,0,0,,,,,,0,0
38885,,1500,,,,0,1500,4000,0,0,,,3600,,3600,0,1500
38939,,,,,,2400,,0,0,0,2400,,,,2400,0,2400
38940,,,,,,0,,0,0,0,,,,,,0,0
39056,,,,,,0,,0,0,0,,,,,,0,0
39086,,,,,,0,,0,0,0,,,,,,0,0
39095,,,,,,0,,0,0,0,,,,,,0,0
39218,,,,,,0,,0,0,0,,,,,,0,0
39227,,,,,,0,,0,0,0,,,,,,0,0
39317,,,,,,0,,3000,0,0,,,,,,0,0
39318,,,,,,75000,,50000,0,0,5760,,,5500,11260,0,125000
39488,,,,,,0,,0,0,0,,,,,,0,0
39697,,,,,,0,,0,0,0,,,,,,0,0
50231,,,,,,0,,0,0,0,,,,,,0,0
51363,,,,,,0,,0,0,0,,,,,,0,0
51544,,,,,,10000,,0,0,0,6000,,,,6000,10000,0
51895,,,,,,0,,0,0,0,,,,,,0,0
52700,,,,,,0,,0,0,0,,,,,,0,0
52718,,,,,,0,,0,0,0,,,,,,0,0
52736,,,,,,0,,0,0,0,,,,,,0,0
53086,,,,,,0,,0,0,0,,,,,,0,0
53202,,,,,,0,,0,0,0,,,,,,0,0
53234,,,,,,0,,0,0,0,,,,,,0,0
53373,7500,,,,,0,7500,0,0,0,,,2500,,2500,0,7500
53380,,,,,,0,,0,0,0,,,,,,0,0
53552,,,,,,0,,0,0,0,,,,,,0,0
53564,,,,,,0,,1500,0,0,,,,,,0,0
53997,,,,,,0,,0,0,0,,,,,,0,0
55147,,,,,,0,,0,0,0,,,,,,0,0
55425,,,,,,0,,0,0,0,,,,,,0,0
55636,,,,7500,,0,7500,0,0,0,,,3600,,3600,0,7500
55774,,,,,,0,,0,0,0,,,,,,0,0
56251,,,,,,0,,0,0,0,,,,,,0,0
56563,,,,,,0,,0,0,0,,,,,,0,0
56582,,,,,,0,,0,0,0,,,,,,0,0
56603,,,,,,0,,0,0,1500,,,,,,0,1500
56658,,,,,,0,,0,0,0,,,,,,0,0
56677,,,,,,0,,0,0,0,,,,,,0,0
56721,,,,,,0,,0,0,0,,,,,,0,0
56761,,,,,,0,,0,0,0,,,,,,0,0
56762,,,,,,0,,0,0,0,,,,,,0,0
57042,,,,,,0,,0,0,0,,,,,,0,0
57138,,,,,,0,,0,0,0,,,,,,0,0
57621,,,,10500,,0,10500,0,0,0,,,1600,,1600,0,10500
57670,,,,,,35000,,0,0,0,3700,,,,3700,0,35000
57779,,,,,,0,,0,0,0,,,,,,0,0
57962,,,,,,0,,0,0,0,,,,,,0,0
60078,,,,,,0,,0,0,0,,,,,,0,0
91071,,,,,,0,,0,0,0,,,,,,0,0
91079,,,,,,0,,0,0,0,,,,,,0,0
91081,,,,,,10000,,0,0,0,9600,,,,9600,10000,0
91095,,,,,,0,,0,0,0,,,,,,0,0
111052,,,,,,0,,0,0,0,,,,,,0,0
145007,,,,,,0,,0,0,0,,,,,,0,0
178001,,,,,,0,,0,0,0,,,,,,0,0
213440,,,,,,0,,0,0,0,,,,,,0,0
224048,,,,,,0,,0,0,0,,,,,,0,0
230029,,,,,,0,,0,0,0,,,,,,0,0
230037,,,,,,17500,,0,0,0,6840,,,,6840,17500,0
237003,,,,,,0,,0,0,0,,,,,,0,0
244013,,,,,,0,,0,0,0,,,,,,0,0
244058,,,,,,0,,0,0,0,,,,,,0,0
250005,,,,,,0,,0,0,0,,,,,,0,0
250010,,,,,,0,,0,0,0,,,,,,0,0
250039,,,,,,0,,0,0,0,,,,,,0,0
282083,,,,,,0,,0,0,0,,,,,,0,0
282089,,,,,,0,,0,0,0,,,,,,0,0
284086,,,,,,0,,0,0,0,,,,,,0,0
310002,,,,,,0,,0,0,0,,,,,,0,0
310005,,,,,,0,,0,0,0,,,,,,0,0
321009,,,,,,0,,0,0,0,,,,,,0,0
333081,,,,,,0,,0,0,0,,,,,,0,0
365034,,,,,,0,,0,0,0,,,,,,0,0
387029,,,,,,0,,0,0,0,,,,,,0,0
389084,20160,,,,,0,20160,0,0,0,,,2880,,2880,0,20160
500001,,,,,,0,,0,0,0,,,,,,0,0
500090,,,,,,0,,0,0,0,,,,,,0,0
500176,,,,,,9000,,0,0,0,1560,,,,1560,9000,0
500669,,,,,,0,,5000,0,0,,,,5400,5400,0,5000
500674,,,,,,0,,0,0,0,,,,,,0,0
500726,10800,,,,,0,10800,0,0,0,,,1200,,1200,0,10800
501068,,,,,,28000,,0,0,0,4000,,,,4000,28000,0
501082,,,,,,0,,0,0,0,,,,,,0,0
501694,,,,,,0,,0,0,0,,,,,,0,0
502060,,,,,,0,,0,0,0,,,,,,0,0
502355,,,,,,0,,0,0,0,,,,,,0,0
502364,,,,,,0,,0,0,0,,,,,,0,0
503560,5000,,,,,75000,5000,0,0,0,5000,,3460,,8460,75000,5000
503561,,,,,,0,,0,0,0,,,,,,0,0
503593,,,,,,0,,0,0,0,,,,,,0,0
503674,,,,,,0,,0,0,0,,,,,,0,0
503788,,,,,,0,,0,0,0,,,,,,0,0
503931,,,,,,0,,0,0,0,,,,,,0,0
504157,,,,,,0,,0,0,0,,,,,,0,0
504363,,,,,,0,,0,0,0,,,,,,0,0
504395,,,,,,0,,0,0,0,,,,,,0,0
504453,,,,,,158000,,0,0,0,,12000,,,12000,158000,0
504584,,,,,,0,,0,0,0,,,,,,0,0
504730,,,,,,0,,0,0,0,,,,,,0,0
504792,,,,,,0,,0,0,0,,,,,,0,0
504889,,,,,,0,,0,0,0,,,,,,0,0
504921,,,,,,0,,0,0,0,,,,,,0,0
504937,,,,,,0,,0,0,0,,,,,,0,0
505022,,,,,,0,,0,0,0,,,,,,0,0
505167,,,,,,0,,0,0,0,,,,,,0,0
505228,,,,,,0,,0,0,0,,,,,,0,0
505390,22200,,,,,0,22200,90000,0,0,,,2400,,2400,0,22200
505517,,,,,,0,,0,0,0,,,,,,0,0
505525,,,,,,0,,0,0,0,,,,,,0,0
505534,,,,,,0,,0,0,0,,,,,,0,0
505594,,,,,,0,,0,0,0,,,,,,0,0
505606,,,,,,0,,0,0,0,,,,,,0,0
505681,,,,,,0,,0,0,0,,,,,,0,0
505771,,,,,,0,,0,0,0,,,,,,0,0
505806,,,,,,9800,,0,0,0,800,,,,800,0,9800
505818,,,,,,0,,0,0,0,,,,,,0,0
505839,,,,,,100000,,0,0,0,6800,,,,6800,100000,0
506100,,,,,,0,,0,0,0,,,,,,0,0
506107,,,,,,0,,0,0,0,,,,,,0,0
506112,,,,,,0,,0,0,0,,,,,,0,0
506402,,,,,,0,,0,0,0,,,,,,0,0
506418,,,,,,0,,0,0,0,,,,,,0,0
506565,,,,,,0,,0,0,0,,,,,,0,0
506628,,,,,,0,,0,0,0,,,,,,0,0
506736,,,,,,0,,0,0,0,,,,,,0,0
506738,7000,,,,,0,7000,0,0,0,,,2000,,2000,0,7000
506758,,,,,,0,,0,0,0,,,,,,0,0
506767,,,,,,0,,0,0,0,,,,,,0,0
506799,,,,,,0,,0,0,0,,,,,,0,0
507182,,,,,,0,,0,0,0,,,,,,0,0
507282,,,,,,0,,0,0,0,,,,,,0,0
507303,,,,,,0,,0,0,0,,,,,,0,0
507316,,,,,,0,,0,0,0,,,,,,0,0
507319,,,,,,0,,0,0,0,,,,,,0,0
507336,,,,,,0,,0,0,0,,,,,,0,0
507419,,,,,,0,,0,0,0,,,,,,0,0
507444,,,,20800,,0,20800,0,0,0,,,3600,,3600,0,20800
507640,,,,,,0,,0,0,0,,,,,,0,0
507644,,,,,,0,,0,0,0,,,,,,0,0
507728,,,,,,0,,0,0,0,,,,,,0,0
507863,,,,,,0,,0,0,0,,,,,,0,0
507905,,,,,,0,,0,0,0,,,,,,0,0
507908,,,,,,0,,0,0,0,,,,,,0,0
507913,,,,,,0,,0,0,0,,,,,,0,0
507924,,,,,,0,,0,0,0,,,,,,0,0
508861,,,,,,0,,0,0,0,,,,,,0,0
509054,,,,,,0,,0,0,0,,,,,,0,0
509057,,,,,,0,,0,0,0,,,,,,0,0
509071,,,,,,0,,0,0,0,,,,,,0,0
509123,,,,,,0,,0,0,0,,,,,,0,0
509550,,,,,,0,,0,0,0,,,,,,0,0
509601,,,,,,0,,0,0,0,,,,,,0,0
509689,,,,,,0,,0,0,0,,,,,,0,0
509717,,,,,,0,,0,0,0,,,,,,0,0
509806,,,,,,0,,0,0,0,,,,,,0,0
509869,,,,,,0,,0,0,0,,,,,,0,0
509889,,,,,,0,,0,0,0,,,,,,0,0
510109,,,,,,0,,0,0,0,,,,,,0,0
510329,,,,,,0,,0,0,0,,,,,,0,0
510345,,,,,,0,,0,0,0,,,,,,0,0
510432,,,,,,0,,0,0,0,,,,,,0,0
510433,,2000,,,,0,2000,0,0,0,6000,,2000,,8000,0,2000
511074,,,,,,0,,0,0,0,,,,,,0,0
511136,,,,,,0,,0,0,0,,,,,,0,0
511160,,,,,,0,,0,0,0,,,,,,0,0
511260,,,,,,0,,0,0,0,,,,,,0,0
511352,,,,,,0,,0,0,0,,,,,,0,0
511365,,,,,,0,,0,0,0,,,,,,0,0
511424,,,,,,0,,0,0,0,,,,,,0,0
511474,,,,,,0,,0,0,0,,,,,,0,0
511494,,,,,,0,,0,0,0,,,,,,0,0
511495,,,,,,0,,0,0,0,,,,,,0,0
511501,,,,,,0,,0,0,0,,,,,,0,0
511629,,,,,,0,,0,0,0,,,,,,0,0
511757,,,,9000,,3720,9000,0,0,0,3720,,1000,,4720,0,12720
512211,,,,,,0,,0,0,0,,,,,,0,0
512368,,,,,,0,,0,0,0,,,,,,0,0
512372,,,,,,0,,0,0,0,,,,,,0,0
512452,,,,,,0,,0,0,0,,,,,,0,0
512457,,,,,,0,,0,0,0,,,,,,0,0
512517,2500,200,,,,24000,2700,0,0,1000,6912,,5060,,11972,24000,3700
512784,,,,,,34000,,0,0,0,13000,,,,13000,17000,17000
512843,,,,,,0,,0,0,0,,,,,,0,0
512887,,,,,,16000,,0,0,0,4404,,,,4404,16000,0
512921,,,,,,0,,0,0,0,,,,,,0,0
512963,,,,,,0,,0,0,0,,,,,,0,0
513131,,,,,,0,,0,0,0,,,,,,0,0
513369,,,,,,0,,0,0,0,,,,,,0,0
513377,,,,,,0,,0,0,0,,,,,,0,0
513384,,,,,,0,,0,0,0,,,,,,0,0
513406,8000,,,,,0,8000,0,0,0,,,3000,,3000,0,8000
610980,,,,,,0,,0,0,0,,,,,,0,0
611412,,,,,,35000,,0,0,0,,9600,,,9600,35000,0
611441,,,,,,0,,0,0,0,,,,,,0,0
611453,,,,,,0,,0,0,0,,,,,,0,0
611512,,,,,,0,,0,0,0,,,,,,0,0
611614,,,,,,0,,0,0,0,,,,,,0,0
611774,,,,,,566,,0,0,0,,6792,,,6792,566,0
613825,,,,,,0,,0,0,0,,,,,,0,0
614660,,,,,,0,,0,0,0,,,,,,0,0
614683,,,,,,0,,0,0,0,,,,,,0,0
614783,,,,,,0,,0,0,0,,,,,,0,0
615399,1491,,,,,0,1491,0,0,0,,,2556,,2556,0,1491
616016,,,,,,0,,0,0,0,,,,,,0,0
617023,,,,,,0,,0,0,0,,,,,,0,0
617231,,,,,,0,,0,0,0,,,,,,0,0
617398,,,,,,0,,0,0,0,,,,,,0,0
617902,,,,,,0,,0,0,0,,,,,,0,0
620481,,,,,,0,,0,0,0,,,,,,0,0
620805,,,,,,0,,0,0,0,,,,,,0,0
620829,,,,,,0,,0,0,0,,,,,,0,0
620858,,,,2400,,40000,2400,0,700,0,6192,,2400,,8592,40000,3100
621762,,,,,,0,,0,0,0,,,,,,0,0
621766,,,,,,15000,,0,0,0,6000,,,,6000,15000,0
621773,,,,,,0,,0,0,0,,,,,,0,0
622306,,,,,,0,,0,0,0,,,,,,0,0
622915,,,,,,0,,0,0,0,,,,,,0,0
623305,,,,,,0,,0,0,0,,,,,,0,0
623606,,1250,,,,0,1250,0,0,0,,,1250,,1250,0,1250
623614,,,,,,0,,0,0,0,,,,,,0,0
623619,,,,,,0,,0,0,0,,,,,,0,0
624781,,,,,,0,,8500,0,3867.0832478,,,,3200,3200,0,12367.083248
625193,,,,,,0,,0,0,0,,,,,,0,0
625536,,,,,,0,,0,0,0,,,,,,0,0
625641,,,,,,0,,0,0,0,,,,,,0,0
625983,,,,,,0,,0,0,0,,,,,,0,0
626189,,,,,,0,,0,0,0,,,,,,0,0
626259,,,,,,0,,0,0,0,,,,,,0,0
626361,,,,,,0,,0,0,0,,,,,,0,0
626680,,,,,,0,,0,0,0,,,,,,0,0
627067,,,,,,0,,0,0,0,,,,,,0,0
628418,,,,,,0,,0,0,0,,,,,,0,0
629458,,,,,,0,,0,0,0,,,,,,0,0
629478,,,,,,0,,0,0,0,,,,,,0,0
629488,,,,,,0,,0,0,0,,,,,,0,0
630345,,,,,,0,,0,0,0,,,,,,0,0
630650,,,,,,0,,0,0,0,,,,,,0,0
631016,,,,,,0,,0,0,0,,,,,,0,0
631306,,,,,,0,,0,0,0,,,,,,0,0
631954,,,,,,0,,0,0,0,,,,,,0,0
632099,,,,,,0,,0,0,0,,,,,,0,0
632118,,,,,,0,,0,0,0,,,,,,0,0
633412,,,,,,0,,0,0,0,,,,,,0,0
633654,,,,,,0,,0,0,0,,,,,,0,0
633941,,,,,,0,,0,0,0,,,,,,0,0
634144,,,,,,0,,0,0,0,,,,,,0,0
634442,,,,,,0,,0,0,0,,,,,,0,0
635007,,,,,,0,,0,0,0,,,,,,0,0
635112,,310,,,,50000,310,0,0,0,8440,,360,,8800,50310,0
635346,,,,,,4000,,0,0,0,4400,,,,4400,4000,0
635513,,,,,,0,,0,0,0,,,,,,0,0
635514,,,,,,0,,0,0,0,,,,,,0,0
636206,,,,,,0,,0,0,0,,,,,,0,0
636289,,,,,,0,,0,0,0,,,,,,0,0
636401,,,,,,0,,0,0,0,,,,,,0,0
636407,,,,,,0,,0,0,0,,,,,,0,0
636418,,,,,,0,,0,0,0,,,,,,0,0
637701,,,,,,0,,0,0,0,,,,,,0,0
638250,,,,,,0,,0,0,0,,,,,,0,0
638339,,,,,,0,,0,0,0,,,,,,0,0
638360,,,,,,0,,0,0,0,,,,,,0,0
639013,,,,,,0,,0,0,0,,,,,,0,0
639331,,,,,,0,,0,0,0,,,,,,0,0
639575,,,,,,0,,0,0,0,,,,,,0,0
639924,,,,,,0,,0,0,0,,,,,,0,0
639971,,,,,,0,,0,0,0,,,,,,0,0
640164,,,,,,0,,0,0,0,,,,,,0,0
641084,,,,,,0,,0,0,0,,,,,,0,0
648534,,,,,,0,,0,0,0,,,,,,0,0
648636,,,,,,0,,0,0,0,,,,,,0,0
649032,,,,,,0,,0,0,0,,,,,,0,0
649054,,,,,,0,,0,0,0,,,,,,0,0
649071,,,,,,0,,0,0,0,,,,,,0,0
649089,,,,,,0,,0,0,0,,,,,,0,0
650027,,,,,,0,,0,0,0,,,,,,0,0
650091,,,,,,0,,0,0,0,,,,,,0,0
670362,,,,,,0,,0,0,0,,,,,,0,0
670485,,,,,,0,,0,0,0,,,,,,0,0
670670,,,,,,0,,0,0,0,,,,,,0,0
670711,,,,,,0,,0,0,0,,,,,,0,0
670762,,2000,,,,0,2000,0,0,0,,,650,,650,0,2000
670853,,,,,,0,,0,0,0,,,,,,0,0
670857,,,,,,0,,0,0,0,,,,,,0,0
671152,,,,,,60000,,0,0,0,3600,,,,3600,60000,0
671153,,,,,,0,,0,0,0,,,,,,0,0
671206,,,,,,0,,0,0,0,,,,,,0,0
671362,4000,,,,,0,4000,0,0,0,,,2700,,2700,0,4000
671480,,1350,,,,0,1350,0,0,0,,,350,,350,0,1350
671520,,4000,,,,0,4000,0,0,0,,,2200,,2200,0,4000
671698,,,,,,0,,0,0,0,,,,,,0,0
671841,,,,,,0,,0,0,0,,,,,,0,0
671893,,1200,,,,0,1200,0,0,0,,,1200,,1200,0,1200
672417,,,,,,0,,0,0,0,,,,,,0,0
672486,,,,,,0,,0,0,0,,,,,,0,0
672541,,,,,,0,,0,0,0,,,,,,0,0
672620,,,,,,0,,0,0,0,,,,,,0,0
672679,,,,,,0,,0,0,0,,,,,,0,0
673050,,,,,,0,,0,0,0,,,,,,0,0
673051,,,,,,0,,0,0,0,,,,,,0,0
673145,,,,,,70000,,0,0,0,5500,,,,5500,70000,0
673451,,,,,,0,,0,0,0,,,,,,0,0
673452,,,,,,0,,0,0,0,,,,,,0,0
673467,,,,,,0,,0,0,0,,,,,,0,0
673540,,,,,,0,,0,0,0,,,,,,0,0
673661,,,,,,0,,0,0,0,,,,,,0,0
673816,,,,,,0,,0,0,0,,,,,,0,0
673847,,,,,,0,,0,0,0,,,,,,0,0
673882,,,,,,0,,0,0,0,,,,,,0,0
673963,,,,,,0,,0,0,0,,,,,,0,0
674019,40000,,,,1300,0,41300,0,0,0,,,9800,,9800,0,41300
674105,,,,,,0,,0,0,0,,,,,,0,0
674106,,,,,,0,,0,0,0,,,,,,0,0
674196,,,,,,0,,0,0,0,,,,,,0,0
674229,,,,,,0,,0,0,0,,,,,,0,0
674239,,,,,,0,,0,0,0,,,,,,0,0
674281,,,,,,0,,0,0,0,,,,,,0,0
674283,,,,,,0,,0,0,0,,,,,,0,0
674287,,,,,,0,,0,0,0,,,,,,0,0
674379,,,,,,0,,0,0,0,,,,,,0,0
674440,,,,,,0,,0,0,0,,,,,,0,0
674572,,,,,,0,,0,0,0,,,,,,0,0
674800,,,,,,0,,0,0,0,,,,,,0,0
674815,,,,,,0,,0,0,0,,,,,,0,0
674842,,,,,,0,,0,0,0,,,,,,0,0
674868,,,,,,0,,0,0,0,,,,,,0,0
674869,,,,,,0,,90000,0,0,,,,36000,36000,90000,0
674968,,,,,,0,,0,0,0,,,,,,0,0
674970,,,,,,0,,0,0,0,,,,,,0,0
674974,,,,,,0,,0,0,0,,,,,,0,0
675086,,,,,,0,,0,0,0,,,,,,0,0
675265,,,,,,0,,0,0,0,,,,,,0,0
675280,,,,,,0,,0,0,0,,,,,,0,0
675334,,,,,,0,,0,0,0,,,,,,0,0
675667,,,,,,0,,0,0,0,,,,,,0,0
675739,,,,,,0,,0,0,0,,,,,,0,0
675801,,,,,,0,,30000,0,0,,,,10000,10000,30000,0
676000,,,,,,30000,,0,0,2000,6000,6000,,,12000,30000,2000
676060,,,,,,0,,0,0,0,,,,,,0,0
676304,,,,,,0,,0,0,0,,,,,,0,0
676374,,,,,,0,,0,0,0,,,,,,0,0
676521,,,,,,0,,0,0,4359.4648074,,,,,,0,4359.4648074
676557,,,,,,0,,0,0,0,,,,,,0,0
676580,,,,,,0,,0,0,0,,,,,,0,0
676807,,,,,,0,,0,0,0,,,,,,0,0
676844,,,,,,0,,0,0,0,,,,,,0,0
676851,,,,9000,,0,9000,0,0,0,,,4800,,4800,0,9000
676941,,,,,,0,,0,0,0,,,,,,0,0
677112,,,,,,0,,0,0,0,,,,,,0,0
677124,,,,,,0,,0,0,0,,,,,,0,0
677167,,,,,,0,,0,0,0,,,,,,0,0
677195,,,,,,0,,0,0,0,,,,,,0,0
677287,,,,,,0,,0,0,0,,,,,,0,0
677386,,,,,,0,,0,0,0,,,,,,0,0
677464,,,,,,37000,,0,0,0,12000,,,,12000,0,37000
677474,,,,,,0,,0,0,0,,,,,,0,0
677475,,,,,,0,,0,0,0,,,,,,0,0
677476,,,,,,0,,0,0,0,,,,,,0,0
677489,,,,,,0,,0,0,0,,,,,,0,0
677946,,,,,,0,,0,0,0,,,,,,0,0
677964,,,,,,0,,0,0,0,,,,,,0,0
678132,,,,,,0,,0,0,0,,,,,,0,0
678160,,,,,,0,,0,0,0,,,,,,0,0
680143,,,,,,0,,0,0,0,,,,,,0,0
680239,,,,,,0,,0,0,0,,,,,,0,0
680243,,,,,,0,,0,0,0,,,,,,0,0
680244,7000,,,,,75000,7000,0,0,0,7200,,3600,,10800,75000,7000
680430,,,,,,0,,0,0,0,,,,,,0,0
680537,,,,,,0,,0,0,0,,,,,,0,0
680587,,,,,,0,,0,0,0,,,,,,0,0
680870,288,,,,,0,288,0,0,0,,,258,,258,288,0
681097,3500,,,,,0,3500,0,0,0,,,1800,,1800,3500,0
681133,,,,,,0,,0,0,0,,,,,,0,0
681192,,,,,,0,,0,0,0,,,,,,0,0
681349,,,,,,0,,0,0,0,,,,,,0,0
681387,,,,,,0,,0,0,0,,,,,,0,0
681394,,,,,,135000,,17950,0,4648.1073073,2200,,,1050,3250,135000,22598.107307
681430,,,,,,0,,0,0,0,,,,,,0,0
681499,,,,,,0,,0,0,0,,,,,,0,0
681520,,,,,,97200,,0,0,0,8220,,,,8220,0,97200
681668,,,,,,0,,0,0,0,1520,,,,1520,0,0
681713,7800,,,,,42000,7800,0,0,0,7800,,2600,,10400,42000,7800
681822,,,,,,0,,0,0,0,,,,,,0,0
681844,,,,,,110000,,15000,0,0,9400,,,,9400,110000,0
682006,,,,,,0,,0,0,0,,,,,,0,0
682125,,,,,,0,,0,0,0,,,,,,0,0
682169,,,,,,0,,0,0,0,,,,,,0,0
682170,,,,,,0,,0,0,0,,,,,,0,0
682192,,,,,,0,,0,0,0,,,,,,0,0
682204,,,,,,0,,0,0,0,,,,,,0,0
682210,,,,,,0,,0,0,0,,,,,,0,0
682240,,,,,,0,,0,0,0,,,,,,0,0
682272,,,,,,0,,0,0,4876.8151222,,,,,,0,4876.8151222
682298,,3000,,,,0,3000,0,0,500,,,3200,,3200,0,3500
682359,,300,,,,0,300,0,0,0,,,300,,300,0,300
682360,,,,,,0,,0,0,0,,,,,,0,0
682363,,,,,,0,,0,0,0,,,,,,0,0
682408,8400,,,,,0,8400,0,0,0,,,1680,,1680,0,8400
682457,,,,,,0,,0,0,0,,,,,,0,0
682496,,,,,,0,,0,0,0,,,,,,0,0
682732,,,,,,0,,0,0,0,,,,,,0,0
682737,,,,,,0,,0,0,0,,,,,,0,0
682782,,,,,,0,,0,0,0,,,,,,0,0
682812,,,,,,0,,4700,0,0,,,,4200,4200,0,4700
682829,,,,,,0,,0,0,0,,,,,,0,0
682897,,,,,,0,,0,0,4485.8622576,,,,,,0,4485.8622576
682900,,,,,,0,,0,0,0,,,,,,0,0
682918,,,,,,0,,0,0,0,,,,,,0,0
682969,,,,1400,,0,1400,0,0,0,,,3600,,3600,0,1400
